node,degree,out_degree,in_degree,total_weight,N_i,E_i,W_i,lambda_w,out_in_degree_ratio,out_degree_share,lof_score_raw,lof_score,majority_label,is_malicious
68.67.178.199,4.0,1.0,3.0,104.0,4.0,4.0,104.0,11.313708498984761,0.5,0.2499999999375,1.0719830300704223,4.678517504502038e-11,BENIGN,False
194.226.130.229,2.0,0.0,2.0,41.0,3.0,2.0,41.0,0.0,0.3333333333333333,0.0,1.07190379751974,4.678171705301029e-11,,
199.38.164.55,2.0,1.0,1.0,37.0,2.0,2.0,37.0,8.366600265340756,1.0,0.49999999975,1.0714720569183955,4.67628743483766e-11,BENIGN,False
104.79.134.190,2.0,1.0,1.0,37.0,2.0,2.0,37.0,8.366600265340756,1.0,0.49999999975,1.0714720569183955,4.67628743483766e-11,BENIGN,False
209.15.222.77,2.0,1.0,1.0,37.0,2.0,2.0,37.0,8.366600265340756,1.0,0.49999999975,1.0714720569183955,4.67628743483766e-11,BENIGN,False
162.247.242.18,2.0,1.0,1.0,37.0,2.0,2.0,37.0,8.366600265340756,1.0,0.49999999975,1.0714720569183955,4.67628743483766e-11,BENIGN,False
54.236.119.209,2.0,1.0,1.0,37.0,2.0,2.0,37.0,8.366600265340756,1.0,0.49999999975,1.0714720569183955,4.67628743483766e-11,BENIGN,False
23.15.4.11,8.0,4.0,4.0,99.0,5.0,8.0,99.0,16.093476939431078,1.0,0.4999999999375,1.0712176391336,4.675177064592765e-11,BENIGN,False
173.241.244.220,2.0,1.0,1.0,60.0,2.0,2.0,60.0,10.77032961426901,1.0,0.49999999975,1.070278786804964,4.671079577104201e-11,BENIGN,False
193.200.227.42,2.0,1.0,1.0,60.0,2.0,2.0,60.0,10.77032961426901,1.0,0.49999999975,1.070278786804964,4.671079577104201e-11,BENIGN,False
209.85.232.155,2.0,1.0,1.0,60.0,2.0,2.0,60.0,10.77032961426901,1.0,0.49999999975,1.070278786804964,4.671079577104201e-11,BENIGN,False
69.65.38.88,2.0,1.0,1.0,14.0,2.0,2.0,14.0,5.744562646538029,1.0,0.49999999975,1.0702759833007274,4.671067341608604e-11,BENIGN,False
38.69.238.123,2.0,1.0,1.0,80.0,2.0,2.0,80.0,25.278449319529074,1.0,0.49999999975,1.0699454415587653,4.6696247391770745e-11,BENIGN,False
216.58.217.163,4.0,2.0,2.0,98.0,3.0,4.0,98.0,28.740215726399832,1.0,0.499999999875,1.0695864077222794,4.668057787050419e-11,BENIGN,False
194.232.100.67,4.0,2.0,2.0,53.0,3.0,4.0,53.0,14.352700094407323,1.0,0.499999999875,1.0693407953272493,4.666985846677076e-11,BENIGN,False
34.194.92.111,2.0,1.0,1.0,59.0,2.0,2.0,59.0,12.961481396815719,1.0,0.49999999975,1.0692978826647566,4.6667985604635765e-11,BENIGN,False
52.84.145.117,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,0.9999999989999999,1.0692836443865559,4.666736419522977e-11,BENIGN,False
169.60.66.35,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,0.9999999989999999,1.0692836443865559,4.666736419522977e-11,BENIGN,False
14.0.67.53,1.0,0.0,1.0,534.0,2.0,1.0,534.0,0.0,0.5,0.0,1.069082538292275,4.665858720570697e-11,,
172.217.10.228,2.0,1.0,1.0,52.0,2.0,2.0,52.0,10.000000000000002,1.0,0.49999999975,1.0689212564966675,4.665154829107174e-11,BENIGN,False
151.101.130.2,6.0,3.0,3.0,85.0,4.0,6.0,85.0,18.275666882497067,1.0,0.49999999991666666,1.06861257126713,4.6638076163162424e-11,BENIGN,False
23.33.166.51,6.0,3.0,3.0,80.0,4.0,6.0,80.0,11.87434208703792,1.0,0.49999999991666666,1.0685395018356274,4.663488715172531e-11,BENIGN,False
178.154.131.216,2.0,1.0,1.0,96.0,2.0,2.0,96.0,13.711309200802088,1.0,0.49999999975,1.0684315534116249,4.6630175896256594e-11,BENIGN,False
74.119.118.84,8.0,3.0,5.0,95.0,6.0,8.0,95.0,16.82260384126072,0.6666666666666666,0.374999999953125,1.0683672386847196,4.66273689714529e-11,BENIGN,False
185.76.232.247,1.0,0.0,1.0,23.0,2.0,1.0,23.0,0.0,0.5,0.0,1.0680473922582552,4.6613409728974335e-11,,
209.204.228.173,1.0,0.0,1.0,23.0,2.0,1.0,23.0,0.0,0.5,0.0,1.0680473922582552,4.6613409728974335e-11,,
109.248.237.36,1.0,0.0,1.0,23.0,2.0,1.0,23.0,0.0,0.5,0.0,1.0680473922582552,4.6613409728974335e-11,,
67.220.103.115,1.0,0.0,1.0,23.0,2.0,1.0,23.0,0.0,0.5,0.0,1.0680473922582552,4.6613409728974335e-11,,
183.79.215.139,1.0,0.0,1.0,23.0,2.0,1.0,23.0,0.0,0.5,0.0,1.0680473922582552,4.6613409728974335e-11,,
172.217.10.225,1.0,0.0,1.0,23.0,2.0,1.0,23.0,0.0,0.5,0.0,1.0680473922582552,4.6613409728974335e-11,,
34.225.220.108,5.0,2.0,3.0,72.0,4.0,5.0,72.0,9.591663046625438,0.75,0.39999999992,1.0680143650908476,4.6611968305215694e-11,BENIGN,False
184.29.128.170,2.0,1.0,1.0,201.0,2.0,2.0,201.0,43.70354676682432,1.0,0.49999999975,1.06787147370228,4.6605732013745563e-11,BENIGN,False
172.217.9.225,2.0,1.0,1.0,94.0,2.0,2.0,94.0,13.564659966250536,1.0,0.49999999975,1.067626609207203,4.659504525104211e-11,BENIGN,False
52.192.163.162,2.0,1.0,1.0,11.0,2.0,2.0,11.0,3.1622776601683795,1.0,0.49999999975,1.0668901415002903,4.65629031651915e-11,BENIGN,False
104.20.254.41,2.0,1.0,1.0,11.0,2.0,2.0,11.0,3.1622776601683795,1.0,0.49999999975,1.0668901415002903,4.65629031651915e-11,BENIGN,False
176.9.100.16,2.0,1.0,1.0,11.0,2.0,2.0,11.0,3.1622776601683795,1.0,0.49999999975,1.0668901415002903,4.65629031651915e-11,BENIGN,False
192.229.163.248,2.0,1.0,1.0,11.0,2.0,2.0,11.0,3.1622776601683795,1.0,0.49999999975,1.0668901415002903,4.65629031651915e-11,BENIGN,False
52.86.63.221,2.0,1.0,1.0,11.0,2.0,2.0,11.0,3.1622776601683795,1.0,0.49999999975,1.0668901415002903,4.65629031651915e-11,BENIGN,False
202.241.208.54,2.0,1.0,1.0,11.0,2.0,2.0,11.0,3.1622776601683795,1.0,0.49999999975,1.0668901415002903,4.65629031651915e-11,BENIGN,False
88.99.115.103,2.0,1.0,1.0,11.0,2.0,2.0,11.0,3.1622776601683795,1.0,0.49999999975,1.0668901415002903,4.65629031651915e-11,BENIGN,False
69.172.216.56,9.0,4.0,5.0,730.0,6.0,9.0,730.0,52.58326730053963,0.8333333333333334,0.4444444443950617,1.066732023955058,4.655600234976451e-11,BENIGN,False
104.16.160.13,3.0,1.0,2.0,66.0,3.0,3.0,66.0,8.12403840463596,0.6666666666666666,0.3333333332222222,1.066490471103374,4.654546011902797e-11,BENIGN,False
65.39.202.99,3.0,1.0,2.0,66.0,3.0,3.0,66.0,8.12403840463596,0.6666666666666666,0.3333333332222222,1.066490471103374,4.654546011902797e-11,BENIGN,False
216.58.219.194,10.0,5.0,5.0,726.0,6.0,10.0,726.0,71.69379331573968,1.0,0.49999999995,1.066377234791807,4.654051808122559e-11,BENIGN,False
216.58.219.238,10.0,5.0,5.0,742.0,6.0,10.0,742.0,40.19950248448355,1.0,0.49999999995,1.0660244636784584,4.6525121887605104e-11,BENIGN,False
104.27.187.220,2.0,1.0,1.0,97.0,2.0,2.0,97.0,19.28730152198591,1.0,0.49999999975,1.0657610233850048,4.65136244105953e-11,BENIGN,False
52.84.145.17,2.0,1.0,1.0,306.0,2.0,2.0,306.0,75.63068160475615,1.0,0.49999999975,1.0657188080504767,4.651178198234776e-11,BENIGN,False
63.140.54.247,2.0,1.0,1.0,12.0,2.0,2.0,12.0,5.656854249492381,1.0,0.49999999975,1.0653719214695054,4.649664261077539e-11,BENIGN,False
104.20.60.121,2.0,1.0,1.0,38.0,2.0,2.0,38.0,8.485281374238571,1.0,0.49999999975,1.0653097101266806,4.6493927485179e-11,BENIGN,False
172.217.1.166,2.0,1.0,1.0,53.0,2.0,2.0,53.0,10.09950493836208,1.0,0.49999999975,1.0649545412178332,4.64784266431835e-11,BENIGN,False
172.217.10.67,6.0,3.0,3.0,87.0,4.0,6.0,87.0,14.247806848775008,1.0,0.49999999991666666,1.0644791665780624,4.645767959298796e-11,BENIGN,False
31.13.71.2,1.0,0.0,1.0,40.0,2.0,1.0,40.0,0.0,0.5,0.0,1.0642331755008225,4.644694366220795e-11,,
185.54.150.20,4.0,2.0,2.0,129.0,3.0,4.0,129.0,37.60319135392629,1.0,0.499999999875,1.0639980095831894,4.643668018012618e-11,BENIGN,False
192.229.163.97,2.0,1.0,1.0,209.0,2.0,2.0,209.0,20.346989949375804,1.0,0.49999999975,1.0638123769626882,4.642857850836404e-11,BENIGN,False
104.16.23.235,6.0,3.0,3.0,75.0,4.0,6.0,75.0,13.190905958272916,1.0,0.49999999991666666,1.0637930265568238,4.642773398741533e-11,BENIGN,False
52.84.145.207,4.0,2.0,2.0,60.0,3.0,4.0,60.0,13.114877048604,1.0,0.499999999875,1.063728133455285,4.642490182027318e-11,BENIGN,False
50.116.194.21,5.0,2.0,3.0,175.0,4.0,5.0,175.0,12.206555615733704,0.75,0.39999999992,1.0636831804779836,4.642293991149958e-11,BENIGN,False
104.17.19.11,2.0,1.0,1.0,400.0,2.0,2.0,400.0,19.974984355438178,1.0,0.49999999975,1.0633031823400754,4.640635543310756e-11,BENIGN,False
104.79.145.181,4.0,2.0,2.0,60.0,3.0,4.0,60.0,13.19090595827292,1.0,0.499999999875,1.0629586451684652,4.6391318598166024e-11,BENIGN,False
23.53.114.223,2.0,1.0,1.0,89.0,2.0,2.0,89.0,13.19090595827292,1.0,0.49999999975,1.0629534336994009,4.639109115100914e-11,BENIGN,False
151.101.21.127,2.0,1.0,1.0,89.0,2.0,2.0,89.0,13.19090595827292,1.0,0.49999999975,1.0629534336994009,4.639109115100914e-11,BENIGN,False
203.205.190.49,2.0,1.0,1.0,89.0,2.0,2.0,89.0,13.19090595827292,1.0,0.49999999975,1.0629534336994009,4.639109115100914e-11,BENIGN,False
104.76.108.221,2.0,1.0,1.0,63.0,2.0,2.0,63.0,22.045407685048602,1.0,0.49999999975,1.0629512014640419,4.639099372827102e-11,BENIGN,False
8.41.222.241,3.0,1.0,2.0,101.0,3.0,3.0,101.0,12.569805089976535,0.6666666666666666,0.3333333332222222,1.0627310275706519,4.638138455176948e-11,BENIGN,False
23.194.142.60,2.0,1.0,1.0,59.0,2.0,2.0,59.0,20.199009876724155,1.0,0.49999999975,1.0625379160227344,4.637295647285489e-11,BENIGN,False
35.186.205.6,2.0,1.0,1.0,39.0,2.0,2.0,39.0,14.071247279470288,1.0,0.49999999975,1.0622498137798657,4.636038266013084e-11,BENIGN,False
210.160.193.169,2.0,1.0,1.0,39.0,2.0,2.0,39.0,14.071247279470288,1.0,0.49999999975,1.0622498137798657,4.636038266013084e-11,BENIGN,False
54.236.64.197,2.0,1.0,1.0,39.0,2.0,2.0,39.0,14.071247279470288,1.0,0.49999999975,1.0622498137798657,4.636038266013084e-11,BENIGN,False
169.60.66.39,6.0,3.0,3.0,78.0,4.0,6.0,78.0,12.28820572744451,1.0,0.49999999991666666,1.0621169300762896,4.635458313984176e-11,BENIGN,False
192.243.250.36,2.0,1.0,1.0,24.0,2.0,2.0,24.0,8.94427190999916,1.0,0.49999999975,1.0619164191191908,4.634583212423501e-11,BENIGN,False
173.194.68.155,2.0,1.0,1.0,24.0,2.0,2.0,24.0,8.94427190999916,1.0,0.49999999975,1.0619164191191908,4.634583212423501e-11,BENIGN,False
37.202.2.165,2.0,1.0,1.0,58.0,2.0,2.0,58.0,20.999999999999996,1.0,0.49999999975,1.0617599912224922,4.633900505111569e-11,BENIGN,False
104.16.25.216,9.0,3.0,6.0,162.0,7.0,9.0,162.0,16.309506430300072,0.5714285714285714,0.3333333332962963,1.0615560176811136,4.633010291594166e-11,BENIGN,False
172.217.6.238,20.0,10.0,10.0,919.0,11.0,20.0,919.0,79.7872170212748,1.0,0.499999999975,1.061297885569703,4.631883710698917e-11,BENIGN,False
199.38.165.156,2.0,1.0,1.0,34.0,2.0,2.0,34.0,12.041594578792298,1.0,0.49999999975,1.0610370637917317,4.6307453911364195e-11,BENIGN,False
23.53.112.112,2.0,1.0,1.0,34.0,2.0,2.0,34.0,12.041594578792298,1.0,0.49999999975,1.0610370637917317,4.6307453911364195e-11,BENIGN,False
104.24.113.60,2.0,1.0,1.0,34.0,2.0,2.0,34.0,12.041594578792298,1.0,0.49999999975,1.0610370637917317,4.6307453911364195e-11,BENIGN,False
176.34.20.89,2.0,1.0,1.0,34.0,2.0,2.0,34.0,12.041594578792298,1.0,0.49999999975,1.0610370637917317,4.6307453911364195e-11,BENIGN,False
151.101.64.68,2.0,1.0,1.0,34.0,2.0,2.0,34.0,12.041594578792298,1.0,0.49999999975,1.0610370637917317,4.6307453911364195e-11,BENIGN,False
221.122.127.143,2.0,1.0,1.0,340.0,2.0,2.0,340.0,72.0,1.0,0.49999999975,1.0596959087003008,4.624892110444934e-11,BENIGN,False
54.152.215.30,4.0,2.0,2.0,39.0,3.0,4.0,39.0,8.88819441731559,1.0,0.499999999875,1.0596180393819077,4.624552260877407e-11,BENIGN,False
151.101.192.166,4.0,2.0,2.0,72.0,3.0,4.0,72.0,23.5796522451032,1.0,0.499999999875,1.0595272105493367,4.624155851353024e-11,BENIGN,False
119.205.194.17,3.0,1.0,2.0,208.0,3.0,3.0,208.0,44.42971978304612,0.6666666666666666,0.3333333332222222,1.0592340262189937,4.622876290032482e-11,BENIGN,False
104.19.194.102,4.0,2.0,2.0,52.0,3.0,4.0,52.0,9.79795897113271,1.0,0.499999999875,1.05863318918022,4.620254022212561e-11,BENIGN,False
35.165.158.113,4.0,2.0,2.0,39.0,3.0,4.0,39.0,8.77496438739211,1.0,0.499999999875,1.0582071803578197,4.6183947672833654e-11,BENIGN,False
52.32.174.154,4.0,2.0,2.0,39.0,3.0,4.0,39.0,8.774964387392123,1.0,0.499999999875,1.0582071803578197,4.6183947672833654e-11,BENIGN,False
124.215.204.147,2.0,1.0,1.0,210.0,2.0,2.0,210.0,50.60632371551998,1.0,0.49999999975,1.0580565264255175,4.6177372596180136e-11,BENIGN,False
104.97.76.167,2.0,1.0,1.0,248.0,2.0,2.0,248.0,65.96211033616194,1.0,0.49999999975,1.0574755286432187,4.615201577411941e-11,BENIGN,False
205.185.208.27,2.0,1.0,1.0,378.0,2.0,2.0,378.0,95.66608594481119,1.0,0.49999999975,1.057085806389342,4.6135006900513115e-11,BENIGN,False
23.15.4.18,3.0,2.0,1.0,98.0,3.0,3.0,98.0,27.982137159266447,1.5,0.6666666664444444,1.0570822000432636,4.613484950666655e-11,BENIGN,False
204.154.110.79,6.0,3.0,3.0,82.0,4.0,6.0,82.0,15.999999999999995,1.0,0.49999999991666666,1.0569116180631373,4.612740469870237e-11,BENIGN,False
74.125.22.156,6.0,3.0,3.0,92.0,4.0,6.0,92.0,19.104973174542796,1.0,0.49999999991666666,1.0567656010435011,4.6121031993508725e-11,BENIGN,False
199.233.57.19,2.0,1.0,1.0,41.0,2.0,2.0,41.0,15.427248620541512,1.0,0.49999999975,1.0566775981795782,4.611719123364816e-11,BENIGN,False
104.97.75.177,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,1.0565197356577953,4.611030154835699e-11,BENIGN,False
72.5.205.41,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,1.0565197356577953,4.611030154835699e-11,BENIGN,False
72.5.205.37,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,1.0565197356577953,4.611030154835699e-11,BENIGN,False
52.216.82.8,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,1.0565197356577953,4.611030154835699e-11,BENIGN,False
52.216.0.192,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,1.0565197356577953,4.611030154835699e-11,BENIGN,False
151.101.129.108,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,1.0565197356577953,4.611030154835699e-11,BENIGN,False
209.15.36.33,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,1.0565197356577953,4.611030154835699e-11,BENIGN,False
104.196.28.126,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,1.0565197356577953,4.611030154835699e-11,BENIGN,False
173.194.204.109,2.0,0.0,2.0,38.0,3.0,2.0,38.0,0.0,0.3333333333333333,0.0,1.0563139779833282,4.6101321547231255e-11,,
74.125.192.109,2.0,0.0,2.0,38.0,3.0,2.0,38.0,0.0,0.3333333333333333,0.0,1.0563139779833282,4.6101321547231255e-11,,
173.194.207.108,2.0,0.0,2.0,38.0,3.0,2.0,38.0,0.0,0.3333333333333333,0.0,1.0563139779833282,4.6101321547231255e-11,,
192.107.16.44,2.0,1.0,1.0,449.0,2.0,2.0,449.0,104.8713497576912,1.0,0.49999999975,1.0562304999849885,4.6097678268694964e-11,BENIGN,False
104.97.137.113,2.0,1.0,1.0,37.0,2.0,2.0,37.0,10.099504938362077,1.0,0.49999999975,1.0560850690287071,4.6091331141403086e-11,BENIGN,False
52.2.0.226,2.0,1.0,1.0,37.0,2.0,2.0,37.0,10.099504938362077,1.0,0.49999999975,1.0560850690287071,4.6091331141403086e-11,BENIGN,False
210.160.193.167,2.0,1.0,1.0,37.0,2.0,2.0,37.0,10.099504938362077,1.0,0.49999999975,1.0560850690287071,4.6091331141403086e-11,BENIGN,False
34.198.227.60,3.0,1.0,2.0,39.0,3.0,3.0,39.0,6.782329983125268,0.6666666666666666,0.3333333332222222,1.0560285740780202,4.6088865499613145e-11,BENIGN,False
172.217.12.142,14.0,7.0,7.0,1067.0,8.0,14.0,1067.0,100.71742649611339,1.0,0.49999999996428574,1.0558132194306633,4.607946665225202e-11,BENIGN,False
35.186.231.122,2.0,1.0,1.0,86.0,2.0,2.0,86.0,23.515952032609693,1.0,0.49999999975,1.055493171258326,4.60654986048617e-11,BENIGN,False
46.105.202.39,2.0,1.0,1.0,43.0,2.0,2.0,43.0,15.874507866387543,1.0,0.49999999975,1.0553408773919961,4.6058851955619444e-11,BENIGN,False
172.217.7.227,6.0,3.0,3.0,94.0,4.0,6.0,94.0,13.2664991614216,1.0,0.49999999991666666,1.054935550909484,4.6041162057642736e-11,BENIGN,False
151.101.193.34,2.0,1.0,1.0,111.0,2.0,2.0,111.0,33.166247903553995,1.0,0.49999999975,1.0547788346770446,4.6034322400519995e-11,BENIGN,False
74.119.118.67,11.0,4.0,7.0,167.0,8.0,11.0,167.0,21.35415650406262,0.625,0.36363636360330576,1.0545714611657337,4.6025271878492854e-11,BENIGN,False
8.43.72.34,3.0,1.0,2.0,38.0,3.0,3.0,38.0,5.830951894845301,0.6666666666666666,0.3333333332222222,1.0539106023384095,4.599642963468011e-11,BENIGN,False
151.101.129.34,2.0,1.0,1.0,901.0,2.0,2.0,901.0,142.10559454152394,1.0,0.49999999975,1.0538986044738246,4.599590600494062e-11,BENIGN,False
172.217.12.196,7.0,3.0,4.0,97.0,5.0,7.0,97.0,11.6619037896906,0.8,0.4285714285102041,1.05379080234223,4.599120113419603e-11,BENIGN,False
74.119.118.82,12.0,5.0,7.0,194.0,8.0,12.0,194.0,28.861739379323623,0.75,0.41666666663194446,1.0525678535797094,4.59378272744234e-11,BENIGN,False
151.101.2.2,10.0,5.0,5.0,201.0,6.0,10.0,201.0,33.06055050963308,1.0,0.49999999995,1.052475411874577,4.593379278765004e-11,BENIGN,False
115.30.28.44,1.0,0.0,1.0,30.0,2.0,1.0,30.0,0.0,0.5,0.0,1.0523280601467513,4.592736183101535e-11,,
130.211.5.178,2.0,1.0,1.0,118.0,2.0,2.0,118.0,39.30648801406709,1.0,0.49999999975,1.0521589896762429,4.5919982990739155e-11,BENIGN,False
104.97.125.111,4.0,2.0,2.0,68.0,3.0,4.0,68.0,9.643650760992953,1.0,0.499999999875,1.0520134962805827,4.591363313836938e-11,BENIGN,False
54.86.240.237,3.0,1.0,2.0,52.0,3.0,3.0,52.0,8.485281374238571,0.6666666666666666,0.3333333332222222,1.0519817836371952,4.591224908514241e-11,BENIGN,False
72.5.205.30,2.0,1.0,1.0,27.0,2.0,2.0,27.0,9.59166304662544,1.0,0.49999999975,1.0519430535589558,4.591055876594974e-11,BENIGN,False
54.235.108.255,2.0,1.0,1.0,27.0,2.0,2.0,27.0,9.59166304662544,1.0,0.49999999975,1.0519430535589558,4.591055876594974e-11,BENIGN,False
23.208.153.41,2.0,1.0,1.0,278.0,2.0,2.0,278.0,62.809234989768825,1.0,0.49999999975,1.0516645708482673,4.589840478402923e-11,BENIGN,False
213.90.74.22,3.0,1.0,2.0,45.0,3.0,3.0,45.0,6.324555320336759,0.6666666666666666,0.3333333332222222,1.0516077396067705,4.589592446530508e-11,BENIGN,False
176.32.96.142,2.0,1.0,1.0,125.0,2.0,2.0,125.0,36.823905279043935,1.0,0.49999999975,1.051371716102881,4.58856235550906e-11,BENIGN,False
23.50.71.248,2.0,1.0,1.0,65.0,2.0,2.0,65.0,21.354156504062622,1.0,0.49999999975,1.0508869667896925,4.586446736060402e-11,BENIGN,False
54.69.246.94,2.0,1.0,1.0,100.0,2.0,2.0,100.0,23.748684174075834,1.0,0.49999999975,1.050802882949045,4.586079764094167e-11,BENIGN,False
138.108.6.20,8.0,4.0,4.0,134.0,5.0,8.0,134.0,14.764823060233404,1.0,0.4999999999375,1.0507590299680254,4.585888373994166e-11,BENIGN,False
68.67.180.12,5.0,2.0,3.0,93.0,4.0,5.0,93.0,12.767145334803706,0.75,0.39999999992,1.0502547895855847,4.583687688545283e-11,BENIGN,False
198.8.71.205,4.0,2.0,2.0,39.0,3.0,4.0,39.0,8.366600265340757,1.0,0.499999999875,1.0500910622243385,4.582973123758277e-11,BENIGN,False
5.196.119.249,7.0,3.0,4.0,100.0,5.0,7.0,100.0,19.621416870348583,0.8,0.4285714285102041,1.0500009519486455,4.582579850273213e-11,BENIGN,False
52.22.187.200,2.0,1.0,1.0,45.0,2.0,2.0,45.0,6.6332495807108005,1.0,0.49999999975,1.0499503464720674,4.5823589898665154e-11,BENIGN,False
192.99.233.197,2.0,1.0,1.0,45.0,2.0,2.0,45.0,6.6332495807108005,1.0,0.49999999975,1.0499503464720674,4.5823589898665154e-11,BENIGN,False
198.72.112.8,2.0,1.0,1.0,653.0,2.0,2.0,653.0,91.21403400793103,1.0,0.49999999975,1.0498047557158106,4.581723579713058e-11,BENIGN,False
104.28.24.94,2.0,1.0,1.0,1211.0,2.0,2.0,1211.0,49.17316341257699,1.0,0.49999999975,1.0494775198952142,4.580295405505244e-11,BENIGN,False
162.248.184.53,2.0,1.0,1.0,281.0,2.0,2.0,281.0,61.13918547053109,1.0,0.49999999975,1.0493258145660005,4.579633309167576e-11,BENIGN,False
173.194.66.154,4.0,2.0,2.0,46.0,3.0,4.0,46.0,8.544003745317532,1.0,0.499999999875,1.0491570224008848,4.578896639764269e-11,BENIGN,False
184.84.169.149,2.0,1.0,1.0,19.0,2.0,2.0,19.0,6.928203230275509,1.0,0.49999999975,1.049156047976361,4.5788923870269933e-11,BENIGN,False
104.88.12.52,2.0,1.0,1.0,19.0,2.0,2.0,19.0,6.928203230275509,1.0,0.49999999975,1.049156047976361,4.5788923870269933e-11,BENIGN,False
184.73.198.9,2.0,1.0,1.0,19.0,2.0,2.0,19.0,6.928203230275509,1.0,0.49999999975,1.049156047976361,4.5788923870269933e-11,BENIGN,False
1.1.70.73,2.0,1.0,1.0,61.0,2.0,2.0,61.0,10.862780491200215,1.0,0.49999999975,1.0491193744245981,4.5787323305251066e-11,BENIGN,False
136.243.149.224,3.0,1.0,2.0,36.0,3.0,3.0,36.0,6.0,0.6666666666666666,0.3333333332222222,1.048903644217553,4.577790806712137e-11,BENIGN,False
52.84.145.172,2.0,1.0,1.0,43.0,2.0,2.0,43.0,9.055385138137417,1.0,0.49999999975,1.0488250921754203,4.577447977493928e-11,BENIGN,False
54.152.47.87,2.0,1.0,1.0,43.0,2.0,2.0,43.0,9.055385138137417,1.0,0.49999999975,1.0488250921754203,4.577447977493928e-11,BENIGN,False
104.97.76.175,2.0,1.0,1.0,106.0,2.0,2.0,106.0,28.000000000000004,1.0,0.49999999975,1.0488086207365945,4.577376090241323e-11,BENIGN,False
52.84.145.20,2.0,1.0,1.0,29.0,2.0,2.0,29.0,8.831760866327846,1.0,0.49999999975,1.0486320759222765,4.5766055855029585e-11,BENIGN,False
35.156.166.16,2.0,1.0,1.0,29.0,2.0,2.0,29.0,8.831760866327846,1.0,0.49999999975,1.0486320759222765,4.5766055855029585e-11,BENIGN,False
54.223.148.129,2.0,1.0,1.0,29.0,2.0,2.0,29.0,8.831760866327846,1.0,0.49999999975,1.0486320759222765,4.5766055855029585e-11,BENIGN,False
31.13.65.36,2.0,1.0,1.0,29.0,2.0,2.0,29.0,8.831760866327846,1.0,0.49999999975,1.0486320759222765,4.5766055855029585e-11,BENIGN,False
54.65.252.96,2.0,1.0,1.0,29.0,2.0,2.0,29.0,8.831760866327846,1.0,0.49999999975,1.0486320759222765,4.5766055855029585e-11,BENIGN,False
54.245.89.129,2.0,1.0,1.0,29.0,2.0,2.0,29.0,8.831760866327846,1.0,0.49999999975,1.0486320759222765,4.5766055855029585e-11,BENIGN,False
52.9.59.64,2.0,1.0,1.0,29.0,2.0,2.0,29.0,8.831760866327846,1.0,0.49999999975,1.0486320759222765,4.5766055855029585e-11,BENIGN,False
77.88.55.70,2.0,1.0,1.0,29.0,2.0,2.0,29.0,8.831760866327846,1.0,0.49999999975,1.0486320759222765,4.5766055855029585e-11,BENIGN,False
184.25.56.51,4.0,2.0,2.0,43.0,3.0,4.0,43.0,6.403124237432847,1.0,0.499999999875,1.0484872844677242,4.575973663788134e-11,BENIGN,False
69.194.244.13,3.0,1.0,2.0,52.0,3.0,3.0,52.0,8.602325267042627,0.6666666666666666,0.3333333332222222,1.0484581548323793,4.575846531636749e-11,BENIGN,False
5.79.75.140,2.0,1.0,1.0,1082.0,2.0,2.0,1082.0,32.8785644455472,1.0,0.49999999975,1.048163692097584,4.5745613909017576e-11,BENIGN,False
14.0.70.136,3.0,1.0,2.0,512.0,3.0,3.0,512.0,47.62352359916263,0.6666666666666666,0.3333333332222222,1.0480605411287587,4.574111203165834e-11,BENIGN,False
104.199.123.9,2.0,1.0,1.0,13.0,2.0,2.0,13.0,4.69041575982343,1.0,0.49999999975,1.0480356431078295,4.574002539293854e-11,BENIGN,False
213.180.193.90,2.0,1.0,1.0,13.0,2.0,2.0,13.0,4.69041575982343,1.0,0.49999999975,1.0480356431078295,4.574002539293854e-11,BENIGN,False
151.101.116.133,2.0,1.0,1.0,13.0,2.0,2.0,13.0,4.69041575982343,1.0,0.49999999975,1.0480356431078295,4.574002539293854e-11,BENIGN,False
35.185.58.112,2.0,1.0,1.0,13.0,2.0,2.0,13.0,4.69041575982343,1.0,0.49999999975,1.0480356431078295,4.574002539293854e-11,BENIGN,False
221.122.127.38,2.0,1.0,1.0,50.0,2.0,2.0,50.0,11.874342087037917,1.0,0.49999999975,1.0478680580394135,4.5732711380924506e-11,BENIGN,False
88.99.183.4,2.0,1.0,1.0,50.0,2.0,2.0,50.0,11.874342087037917,1.0,0.49999999975,1.0478680580394135,4.5732711380924506e-11,BENIGN,False
