node,degree,out_degree,in_degree,total_weight,N_i,E_i,W_i,lambda_w,score_edpl,score_ewpl,score_elwpl,score_graph_deviance,score_lof,score_edpl_norm,score_ewpl_norm,score_elwpl_norm,score_graph_deviance_norm,score_lof_norm,oddball_score,window_start,window_end,graph_deviation_score_raw,graph_deviation_score
54.148.72.151,2.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0000000000000004,0.1198412559891308,0.4843500096259022,4.682139692318996,0.648043220224767,1.0,0.0678880078754676,0.0530740320396921,0.2641860225795167,0.010511827737326,1.269841269726063e-10,0.0791319780717973,2017-07-07 03:50:00,2017-07-07 04:00:00,0.6480432201283639,0.010511827735859555
65.52.108.189,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.1330466786495448,0.259462726145662,3.951770260248014e-09,1.1716761262581072,1.0,0.0753686524178643,0.0284313673312339,2.2297550603106104e-10,0.0190056113832821,1.269841269726063e-10,0.024561126296468,2017-07-07 03:50:00,2017-07-07 04:00:00,1.171676126365174,0.019005611385194784
132.247.70.37,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.4142135623730951,0.1198412559891308,0.5903982561425263,4.021408792585199,0.7895128416117267,2.166409268471599,0.0678880078754676,0.0646945707441791,0.2269048050450603,0.0128065887095473,2.7509958962222873e-10,0.0744587945298708,2017-07-07 03:50:00,2017-07-07 04:00:00,0.7895128415076723,0.01280658870797805
14.0.77.82,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.1330466786495448,0.3723608466265222,2.864377739846889e-09,1.178653446132654,1.0,0.0753686524178643,0.0408025004881223,1.6162024458536792e-10,0.0191187896132218,1.269841269726063e-10,0.0270579885615625,2017-07-07 03:50:00,2017-07-07 04:00:00,1.1786534462397207,0.01911878961513552
199.166.0.200,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.1330466786495448,0.259462726145662,3.951770260248014e-09,1.1716761262581072,1.0,0.0753686524178643,0.0284313673312339,2.2297550603106104e-10,0.0190056113832821,1.269841269726063e-10,0.024561126296468,2017-07-07 03:50:00,2017-07-07 04:00:00,1.171676126365174,0.019005611385194784
52.52.10.156,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.741657386773941,0.1198412559891308,0.7571598389208845,3.8292758097346,0.5350128359377577,1.0940456018657445,0.0678880078754676,0.0829679462194979,0.2160638537105865,0.0086783760606049,1.3892642562114122e-10,0.0751196368010166,2017-07-07 03:50:00,2017-07-07 04:00:00,0.5350128360114117,0.00867837606188002
52.84.145.245,2.0,1.0,1.0,16.0,2.0,2.0,16.0,5.291502622129181,0.1198412559891308,0.8531270303401252,4.615713517185703,0.883868699117772,1.0206525110633715,0.0678880078754676,0.093483824594473,0.2604379782756648,0.0143371232312529,1.2960666805978062e-10,0.087229386821293,2017-07-07 03:50:00,2017-07-07 04:00:00,0.8838686991711826,0.01433712323225197
69.172.216.56,2.0,1.0,1.0,8.0,2.0,2.0,8.0,2.6457513110645907,0.1198412559891308,0.0001898712483399,4.263573756500647,0.4718741408213975,1.0700950470964208,0.0678880078754676,2.0805682910159898e-05,0.2405687712718449,0.0076542112118584,1.3588508533324903e-10,0.0632263592355932,2017-07-07 03:50:00,2017-07-07 04:00:00,0.471874140733429,0.007654211210502333
98.139.225.43,3.0,1.0,2.0,6.0,3.0,3.0,6.0,1.4142135623730951,0.0709843062999114,0.6593363443875814,3.0630097459018377,0.6319298649188614,1.6240544669354335,0.0402113871833924,0.0722486581428748,0.1728278981551094,0.0102504550233467,2.062291386397576e-10,0.0591076797421905,2017-07-07 03:50:00,2017-07-07 04:00:00,0.6319298648148071,0.010250455021753766
173.194.66.108,4.0,0.0,4.0,10.0,5.0,4.0,10.0,0.0,0.1909206313061791,0.6445638382148742,6.476617503537766e-09,0.9542540671360736,1.907501288247032,0.1081532500199987,0.0706299186975667,3.654380113509753e-10,0.0154788354515892,2.422223857871713e-10,0.038852400955363,2017-07-07 03:50:00,2017-07-07 04:00:00,0.9542540672431393,0.015478835453469134
104.16.24.216,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.1330466786495448,0.3723608466265222,2.864377739846889e-09,1.178653446132654,1.0,0.0753686524178643,0.0408025004881223,1.6162024458536792e-10,0.0191187896132218,1.269841269726063e-10,0.0270579885615625,2017-07-07 03:50:00,2017-07-07 04:00:00,1.1786534462397207,0.01911878961513552
157.240.18.35,1.0,0.0,1.0,24.0,2.0,1.0,24.0,0.0,0.1330466786495448,2.713538376720477,7.850031669450712e-09,1.0181750890180812,1.312538214486935,0.0753686524178643,0.297343697501384,4.429318175358135e-10,0.016515690324609,1.6667151928480698e-10,0.0778456081706921,2017-07-07 03:50:00,2017-07-07 04:00:00,1.0181750891251475,0.016515690326498567
172.217.10.78,2.0,1.0,1.0,78.0,2.0,2.0,78.0,8.774964387392123,0.1198412559891308,4.321781676174866,0.5566607661874896,1.9263516909329064,1.4142592267892338,0.0678880078754676,0.4735715383324163,0.0314091427016568,0.0312471089961717,1.7958847322678412e-10,0.1208231596170601,2017-07-07 03:50:00,2017-07-07 04:00:00,1.9263516909408174,0.031247108996589206
172.217.12.170,2.0,1.0,1.0,56.0,2.0,2.0,56.0,7.416198487095663,0.1198412559891308,3.417124078878448,1.4717887306156625,1.4608878948967328,1.2197387922423872,0.0678880078754676,0.3744411050720856,0.0830445130581159,0.0236968791824919,1.548874656675208e-10,0.1098141010686097,2017-07-07 03:50:00,2017-07-07 04:00:00,1.4608878949223911,0.023696879183127396
172.217.12.202,2.0,1.0,1.0,22.0,2.0,2.0,22.0,4.58257569495584,0.1198412559891308,1.3777960713754027,3.349155285405872,0.6792403184296963,0.9691851376577736,0.0678880078754676,0.1509759293549303,0.1889734335146064,0.0110178719516624,1.2307112858029768e-10,0.0837710485639475,2017-07-07 03:50:00,2017-07-07 04:00:00,0.6792403184923667,0.011017871952780929
199.59.148.23,1.0,0.0,1.0,19.0,2.0,1.0,19.0,0.0,0.1330466786495448,2.2214866278265606,7.483542345171593e-09,1.0530616883908144,1.012595463120145,0.0753686524178643,0.2434257254419784,4.2225294777505215e-10,0.0170815814743074,1.2858355086073362e-10,0.0671751919769973,2017-07-07 03:50:00,2017-07-07 04:00:00,1.053061688497881,0.017081581476202253
199.96.57.6,2.0,1.0,1.0,4.0,2.0,2.0,4.0,1.7320508075688772,0.1198412559891308,0.4843500096259022,4.220615464493557,0.7095624041178683,1741669751.8023014,0.0678880078754676,0.0530740320396921,0.2381448836802849,0.01150972269779,0.2211644129072112,0.1183562118400891,2017-07-07 03:50:00,2017-07-07 04:00:00,0.7095624040179652,0.011509722696276026
206.126.112.145,2.0,1.0,1.0,41.0,2.0,2.0,41.0,6.324555320336759,0.1198412559891308,2.652924202628539,2.212040757447611,1.1055947729302027,1.3650234823286058,0.0678880078754676,0.2907017267077844,0.1248126471861897,0.0179337140450284,1.7333631520060494e-10,0.1002672191975612,2017-07-07 03:50:00,2017-07-07 04:00:00,1.1055947729701197,0.017933714045841896
50.116.52.97,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.1330466786495448,0.3723608466265222,2.864377739846889e-09,1.178653446132654,1.0,0.0753686524178643,0.0408025004881223,1.6162024458536792e-10,0.0191187896132218,1.269841269726063e-10,0.0270579885615625,2017-07-07 03:50:00,2017-07-07 04:00:00,1.1786534462397207,0.01911878961513552
130.211.9.122,1.0,0.0,1.0,8.0,2.0,1.0,8.0,0.0,0.1330466786495448,0.803935557685306,6.1265553010502635e-09,1.1298122070108274,1.5717014221823409,0.0753686524178643,0.0880935288499184,3.456860289224473e-10,0.018326542003644,1.9958113295742827e-10,0.0363577447633388,2017-07-07 03:50:00,2017-07-07 04:00:00,1.1298122071178942,0.018326542005550363
184.84.243.199,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,0.1198412559891308,0.9464387876035356,3.690450350194178,0.5803717794328592,0.9681139795416688,0.0678880078754676,0.1037087262074684,0.2082307371444738,0.0094141377898955,1.229351085020745e-10,0.0778483218280481,2017-07-07 03:50:00,2017-07-07 04:00:00,0.580371779503139,0.009414137791122677
104.97.87.215,2.0,1.0,1.0,5.0,2.0,2.0,5.0,2.4494897427831783,0.1198412559891308,0.3655790784482867,4.952720335574496,0.5378663277243425,3892193211.883375,0.0678880078754676,0.0400593689212303,0.279453320999926,0.0087246621927244,0.4942467570197149,0.1780744234018126,2017-07-07 03:50:00,2017-07-07 04:00:00,0.5378663276338104,0.008724662191336682
121.14.255.98,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.4142135623730951,0.1198412559891308,0.5903982561425263,4.021408792585199,0.7895128416117267,2.166409268471599,0.0678880078754676,0.0646945707441791,0.2269048050450603,0.0128065887095473,2.7509958962222873e-10,0.0744587945298708,2017-07-07 03:50:00,2017-07-07 04:00:00,0.7895128415076723,0.01280658870797805
138.108.50.100,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.1198412559891308,0.6613355693641452,3.499166209558376,0.8915905799030864,1.0015771039584649,0.0678880078754676,0.0724677289147381,0.1974376810594504,0.014462378890274,1.27184394141917e-10,0.0704511593734229,2017-07-07 03:50:00,2017-07-07 04:00:00,0.8915905797936217,0.014462378888632223
138.108.6.20,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.1198412559891308,0.6613355693641452,3.499166209558376,0.8915905799030864,1.0015771039584649,0.0678880078754676,0.0724677289147381,0.1974376810594504,0.014462378890274,1.27184394141917e-10,0.0704511593734229,2017-07-07 03:50:00,2017-07-07 04:00:00,0.8915905797936217,0.014462378888632223
151.101.0.175,2.0,1.0,1.0,24.0,2.0,2.0,24.0,4.795831523312719,0.1198412559891308,1.5360722286990678,3.2170266594666166,0.7142476643538191,0.993443409379044,0.0678880078754676,0.1683194901641966,0.1815181804786808,0.0115857217160156,1.2615154403668744e-10,0.0858622800721024,2017-07-07 03:50:00,2017-07-07 04:00:00,0.7142476644137039,0.01158572171709426
151.101.0.249,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,0.1198412559891308,0.9464387876035356,3.690450350194178,0.5803717794328592,0.9681139795416688,0.0678880078754676,0.1037087262074684,0.2082307371444738,0.0094141377898955,1.229351085020745e-10,0.0778483218280481,2017-07-07 03:50:00,2017-07-07 04:00:00,0.580371779503139,0.009414137791122677
151.101.193.34,2.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0000000000000004,0.1198412559891308,0.4843500096259022,4.682139692318996,0.648043220224767,1.0,0.0678880078754676,0.0530740320396921,0.2641860225795167,0.010511827737326,1.269841269726063e-10,0.0791319780717973,2017-07-07 03:50:00,2017-07-07 04:00:00,0.6480432201283639,0.010511827735859555
151.101.65.34,2.0,1.0,1.0,22.0,2.0,2.0,22.0,4.58257569495584,0.1198412559891308,1.3777960713754027,3.349155285405872,0.6792403184296963,0.9691851376577736,0.0678880078754676,0.1509759293549303,0.1889734335146064,0.0110178719516624,1.2307112858029768e-10,0.0837710485639475,2017-07-07 03:50:00,2017-07-07 04:00:00,0.6792403184923667,0.011017871952780929
152.163.13.79,2.0,1.0,1.0,18.0,2.0,2.0,18.0,4.123105625617661,0.1198412559891308,1.0372343752382294,3.621233248635937,0.6016586149824603,1.0759956869135383,0.0678880078754676,0.1136579113657559,0.2043252170282858,0.009759428877568,1.3663437292900553e-10,0.0791261130567423,2017-07-07 03:50:00,2017-07-07 04:00:00,0.601658615051132,0.009759428878772281
172.217.12.166,2.0,1.0,1.0,20.0,2.0,2.0,20.0,4.358898943540674,0.1198412559891308,1.2118003750249262,3.4840396788674037,0.6418404044364483,1.0788774743515632,0.0678880078754676,0.1327864780666753,0.1965841785496404,0.0104112126409586,1.3700031419094374e-10,0.0815339754539484,2017-07-07 03:50:00,2017-07-07 04:00:00,0.6418404045020403,0.0104112126421189
184.73.198.136,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.4142135623730951,0.1198412559891308,0.5903982561425263,4.021408792585199,0.7895128416117267,2.166409268471599,0.0678880078754676,0.0646945707441791,0.2269048050450603,0.0128065887095473,2.7509958962222873e-10,0.0744587945298708,2017-07-07 03:50:00,2017-07-07 04:00:00,0.7895128415076723,0.01280658870797805
104.16.26.216,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.1330466786495448,0.259462726145662,3.951770260248014e-09,1.1716761262581072,1.0,0.0753686524178643,0.0284313673312339,2.2297550603106104e-10,0.0190056113832821,1.269841269726063e-10,0.024561126296468,2017-07-07 03:50:00,2017-07-07 04:00:00,1.171676126365174,0.019005611385194784
104.192.110.216,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.1330466786495448,0.259462726145662,3.951770260248014e-09,1.1716761262581072,1.0,0.0753686524178643,0.0284313673312339,2.2297550603106104e-10,0.0190056113832821,1.269841269726063e-10,0.024561126296468,2017-07-07 03:50:00,2017-07-07 04:00:00,1.171676126365174,0.019005611385194784
220.181.7.190,2.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0000000000000004,0.1198412559891308,0.4843500096259022,4.682139692318996,0.648043220224767,1.0,0.0678880078754676,0.0530740320396921,0.2641860225795167,0.010511827737326,1.269841269726063e-10,0.0791319780717973,2017-07-07 03:50:00,2017-07-07 04:00:00,0.6480432201283639,0.010511827735859555
221.122.127.143,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.4142135623730951,0.1198412559891308,0.5903982561425263,4.021408792585199,0.7895128416117267,2.166409268471599,0.0678880078754676,0.0646945707441791,0.2269048050450603,0.0128065887095473,2.7509958962222873e-10,0.0744587945298708,2017-07-07 03:50:00,2017-07-07 04:00:00,0.7895128415076723,0.01280658870797805
221.122.127.38,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.4142135623730951,0.1198412559891308,0.5903982561425263,4.021408792585199,0.7895128416117267,2.166409268471599,0.0678880078754676,0.0646945707441791,0.2269048050450603,0.0128065887095473,2.7509958962222873e-10,0.0744587945298708,2017-07-07 03:50:00,2017-07-07 04:00:00,0.7895128415076723,0.01280658870797805
23.111.11.211,2.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0000000000000004,0.1198412559891308,0.4843500096259022,4.682139692318996,0.648043220224767,1.0,0.0678880078754676,0.0530740320396921,0.2641860225795167,0.010511827737326,1.269841269726063e-10,0.0791319780717973,2017-07-07 03:50:00,2017-07-07 04:00:00,0.6480432201283639,0.010511827735859555
23.211.130.2,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,0.1198412559891308,0.2325872741105761,5.030205627770038,0.6292130185546858,1.026786246821501,0.0678880078754676,0.0254864131162168,0.2838253672221124,0.0102063853994733,1.303855551401074e-10,0.0774812347487311,2017-07-07 03:50:00,2017-07-07 04:00:00,0.6292130186249656,0.010206385400707837
52.84.145.25,2.0,1.0,1.0,9.0,2.0,2.0,9.0,2.8284271247461903,0.1198412559891308,0.1179820115419281,4.215593680638617,0.4229557840184079,1.0649858447816831,0.0678880078754676,0.0129282150020396,0.2378615335049223,0.0068607126860537,1.352362977377857e-10,0.0651076938407439,2017-07-07 03:50:00,2017-07-07 04:00:00,0.42295578393282546,0.006860712684729003
68.67.180.12,2.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0000000000000004,0.1198412559891308,0.4843500096259022,4.682139692318996,0.648043220224767,1.0,0.0678880078754676,0.0530740320396921,0.2641860225795167,0.010511827737326,1.269841269726063e-10,0.0791319780717973,2017-07-07 03:50:00,2017-07-07 04:00:00,0.6480432201283639,0.010511827735859555
104.46.101.59,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.1330466786495448,2.0037380079794,7.309054260840039e-09,1.0670163281399077,0.9959177884610492,0.0753686524178643,0.2195653001365406,4.124075958598382e-10,0.0173079379341868,1.2646575090421516e-10,0.062448378205493,2017-07-07 03:50:00,2017-07-07 04:00:00,1.0670163282469742,0.017307937936083727
104.88.55.49,1.0,0.0,1.0,25.0,2.0,1.0,25.0,0.0,0.1330466786495448,2.8043637896521383,7.914072226426393e-09,1.0111977691435343,1.3165950729460605,0.0753686524178643,0.307296150851548,4.4654525522519644e-10,0.0164025120946693,1.6718667591449042e-10,0.0798134631955627,2017-07-07 03:50:00,2017-07-07 04:00:00,1.0111977692506011,0.016402512096557832
104.97.139.37,2.0,0.0,2.0,39.0,3.0,2.0,39.0,0.0,0.1372022893130788,2.538174212102784,8.611684579949208e-09,0.9079326861968626,1.5650749018773733,0.0777227342999748,0.2781276696154304,4.859074795693077e-10,0.0147274621453162,1.9873967006163574e-10,0.0741155733490737,2017-07-07 03:50:00,2017-07-07 04:00:00,0.9079326863039293,0.014727462147189261
129.146.13.98,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.1330466786495448,0.259462726145662,3.951770260248014e-09,1.1716761262581072,1.0,0.0753686524178643,0.0284313673312339,2.2297550603106104e-10,0.0190056113832821,1.269841269726063e-10,0.024561126296468,2017-07-07 03:50:00,2017-07-07 04:00:00,1.171676126365174,0.019005611385194784
129.146.14.98,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.1330466786495448,0.3723608466265222,2.864377739846889e-09,1.178653446132654,1.0,0.0753686524178643,0.0408025004881223,1.6162024458536792e-10,0.0191187896132218,1.269841269726063e-10,0.0270579885615625,2017-07-07 03:50:00,2017-07-07 04:00:00,1.1786534462397207,0.01911878961513552
149.174.66.131,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.1330466786495448,1.8895176785830796,7.213947821451389e-09,1.0739936480144543,0.9954273729154476,0.0753686524178643,0.207049282171254,4.070412903681404e-10,0.0174211161641265,1.2640347591430315e-10,0.0599678102573379,2017-07-07 03:50:00,2017-07-07 04:00:00,1.0739936481215209,0.017421116166024465
151.101.1.198,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.1330466786495448,1.8895176785830796,7.213947821451389e-09,1.0739936480144543,0.9954273729154476,0.0753686524178643,0.207049282171254,4.070412903681404e-10,0.0174211161641265,1.2640347591430315e-10,0.0599678102573379,2017-07-07 03:50:00,2017-07-07 04:00:00,1.0739936481215209,0.017421116166024465
151.101.1.34,1.0,0.0,1.0,21.0,2.0,1.0,21.0,0.0,0.1330466786495448,2.42651823968317,7.640550852604061e-09,1.039107048641721,1.3020140485220997,0.0753686524178643,0.2658926483707758,4.3111202841243177e-10,0.016855225014428,1.6533511725764752e-10,0.0716233052799031,2017-07-07 03:50:00,2017-07-07 04:00:00,1.0391070487487877,0.01685522501632078
151.101.129.34,1.0,0.0,1.0,20.0,2.0,1.0,20.0,0.0,0.1330466786495448,2.3254879797518755,7.56401002393889e-09,1.0460843685162675,1.0563125563419369,0.0753686524178643,0.2548219698407734,4.2679327279666846e-10,0.0169684032443677,1.3413492777728287e-10,0.0694318052127867,2017-07-07 03:50:00,2017-07-07 04:00:00,1.0460843686233343,0.016968403246261518
162.208.22.39,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.1330466786495448,0.3723608466265222,2.864377739846889e-09,1.178653446132654,1.0,0.0753686524178643,0.0408025004881223,1.6162024458536792e-10,0.0191187896132218,1.269841269726063e-10,0.0270579885615625,2017-07-07 03:50:00,2017-07-07 04:00:00,1.1786534462397207,0.01911878961513552
198.51.152.178,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.1198412559891308,0.6613355693641452,3.499166209558376,0.8915905799030864,1.0015771039584649,0.0678880078754676,0.0724677289147381,0.1974376810594504,0.014462378890274,1.27184394141917e-10,0.0704511593734229,2017-07-07 03:50:00,2017-07-07 04:00:00,0.8915905797936217,0.014462378888632223
198.51.152.184,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.1198412559891308,0.6613355693641452,3.499166209558376,0.8915905799030864,1.0015771039584649,0.0678880078754676,0.0724677289147381,0.1974376810594504,0.014462378890274,1.27184394141917e-10,0.0704511593734229,2017-07-07 03:50:00,2017-07-07 04:00:00,0.8915905797936217,0.014462378888632223
198.57.30.31,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.1330466786495448,1.8895176785830796,7.213947821451389e-09,1.0739936480144543,0.9954273729154476,0.0753686524178643,0.207049282171254,4.070412903681404e-10,0.0174211161641265,1.2640347591430315e-10,0.0599678102573379,2017-07-07 03:50:00,2017-07-07 04:00:00,1.0739936481215209,0.017421116166024465
198.8.70.212,1.0,0.0,1.0,5.0,2.0,1.0,5.0,0.0,0.1330466786495448,0.2898472987090947,5.389224983136641e-09,1.1507441666344675,3.2971686905399453,0.0753686524178643,0.0317608434243376,3.0408274990528223e-10,0.0186660766934631,4.186880876496265e-10,0.0251591146516871,2017-07-07 03:50:00,2017-07-07 04:00:00,1.150744166741534,0.01866607669537257
204.154.111.110,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.1330466786495448,0.3723608466265222,2.864377739846889e-09,1.178653446132654,1.0,0.0753686524178643,0.0408025004881223,1.6162024458536792e-10,0.0191187896132218,1.269841269726063e-10,0.0270579885615625,2017-07-07 03:50:00,2017-07-07 04:00:00,1.1786534462397207,0.01911878961513552
205.180.87.137,2.0,1.0,1.0,5.0,2.0,2.0,5.0,2.4494897427831783,0.1198412559891308,0.3655790784482867,4.952720335574496,0.5378663277243425,3892193211.883375,0.0678880078754676,0.0400593689212303,0.279453320999926,0.0087246621927244,0.4942467570197149,0.1780744234018126,2017-07-07 03:50:00,2017-07-07 04:00:00,0.5378663276338104,0.008724662191336682
207.171.14.243,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.1330466786495448,1.8895176785830796,7.213947821451389e-09,1.0739936480144543,0.9954273729154476,0.0753686524178643,0.207049282171254,4.070412903681404e-10,0.0174211161641265,1.2640347591430315e-10,0.0599678102573379,2017-07-07 03:50:00,2017-07-07 04:00:00,1.0739936481215209,0.017421116166024465
209.204.228.173,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.1330466786495448,0.259462726145662,3.951770260248014e-09,1.1716761262581072,1.0,0.0753686524178643,0.0284313673312339,2.2297550603106104e-10,0.0190056113832821,1.269841269726063e-10,0.024561126296468,2017-07-07 03:50:00,2017-07-07 04:00:00,1.171676126365174,0.019005611385194784
216.200.233.104,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.1330466786495448,2.0037380079794,7.309054260840039e-09,1.0670163281399077,0.9959177884610492,0.0753686524178643,0.2195653001365406,4.124075958598382e-10,0.0173079379341868,1.2646575090421516e-10,0.062448378205493,2017-07-07 03:50:00,2017-07-07 04:00:00,1.0670163282469742,0.017307937936083727
23.15.4.11,2.0,1.0,1.0,21.0,2.0,2.0,21.0,4.47213595499958,0.1198412559891308,1.295813593418821,3.416273793695206,0.6608614780194089,1.0135970485322896,0.0678880078754676,0.1419924657949282,0.1927605421682671,0.0107197510881531,1.2871073630988329e-10,0.0826721534111053,2017-07-07 03:50:00,2017-07-07 04:00:00,0.6608614780835216,0.010719751089292278
23.15.4.19,1.0,0.0,1.0,22.0,2.0,1.0,22.0,0.0,0.1330466786495448,2.524761191325214,7.713530327193369e-09,1.0321297287671745,1.300380467226339,0.0753686524178643,0.276657899654968,4.3522983744604974e-10,0.0167420467844884,1.651276783629666e-10,0.0737537198915356,2017-07-07 03:50:00,2017-07-07 04:00:00,1.032129728874241,0.016742046786380044
23.194.100.14,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.4142135623730951,0.1198412559891308,0.5903982561425263,4.021408792585199,0.7895128416117267,2.166409268471599,0.0678880078754676,0.0646945707441791,0.2269048050450603,0.0128065887095473,2.7509958962222873e-10,0.0744587945298708,2017-07-07 03:50:00,2017-07-07 04:00:00,0.7895128415076723,0.01280658870797805
23.21.91.46,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.1198412559891308,0.6613355693641452,3.499166209558376,0.8915905799030864,1.0015771039584649,0.0678880078754676,0.0724677289147381,0.1974376810594504,0.014462378890274,1.27184394141917e-10,0.0704511593734229,2017-07-07 03:50:00,2017-07-07 04:00:00,0.8915905797936217,0.014462378888632223
23.222.23.112,2.0,1.0,1.0,39.0,2.0,2.0,39.0,6.164414002968978,0.1198412559891308,2.538174212102784,2.3200387789202863,1.0548728525535909,1.5524566355473124,0.0678880078754676,0.2781276696154304,0.1309063499832526,0.0171109601408669,1.9713735052780514e-10,0.098806597562431,2017-07-07 03:50:00,2017-07-07 04:00:00,1.0548728525956,0.01711096014170673
23.23.139.95,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.1330466786495448,0.3723608466265222,2.864377739846889e-09,1.178653446132654,1.0,0.0753686524178643,0.0408025004881223,1.6162024458536792e-10,0.0191187896132218,1.269841269726063e-10,0.0270579885615625,2017-07-07 03:50:00,2017-07-07 04:00:00,1.1786534462397207,0.01911878961513552
23.23.92.100,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.1198412559891308,0.6613355693641452,3.499166209558376,0.8915905799030864,1.0015771039584649,0.0678880078754676,0.0724677289147381,0.1974376810594504,0.014462378890274,1.27184394141917e-10,0.0704511593734229,2017-07-07 03:50:00,2017-07-07 04:00:00,0.8915905797936217,0.014462378888632223
23.53.114.179,2.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0000000000000004,0.1198412559891308,0.4843500096259022,4.682139692318996,0.648043220224767,1.0,0.0678880078754676,0.0530740320396921,0.2641860225795167,0.010511827737326,1.269841269726063e-10,0.0791319780717973,2017-07-07 03:50:00,2017-07-07 04:00:00,0.6480432201283639,0.010511827735859555
23.63.226.152,2.0,1.0,1.0,18.0,2.0,2.0,18.0,4.123105625617661,0.1198412559891308,1.0372343752382294,3.621233248635937,0.6016586149824603,1.0759956869135383,0.0678880078754676,0.1136579113657559,0.2043252170282858,0.009759428877568,1.3663437292900553e-10,0.0791261130567423,2017-07-07 03:50:00,2017-07-07 04:00:00,0.601658615051132,0.009759428878772281
23.63.227.171,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,0.1198412559891308,0.9464387876035356,3.690450350194178,0.5803717794328592,0.9681139795416688,0.0678880078754676,0.1037087262074684,0.2082307371444738,0.0094141377898955,1.229351085020745e-10,0.0778483218280481,2017-07-07 03:50:00,2017-07-07 04:00:00,0.580371779503139,0.009414137791122677
34.199.97.28,2.0,1.0,1.0,13.0,2.0,2.0,13.0,3.4641016151377544,0.1198412559891308,0.5566821710491591,3.966648344780785,0.4852426911448436,1.16009014486133,0.0678880078754676,0.0610000346753547,0.223814990163233,0.0078710607887263,1.4731303425474042e-10,0.0721148187300189,2017-07-07 03:50:00,2017-07-07 04:00:00,0.4852426912221232,0.007871060790052689
34.202.169.231,2.0,1.0,1.0,20.0,2.0,2.0,20.0,4.358898943540674,0.1198412559891308,1.2118003750249262,3.4840396788674037,0.6418404044364483,1.0788774743515632,0.0678880078754676,0.1327864780666753,0.1965841785496404,0.0104112126409586,1.3700031419094374e-10,0.0815339754539484,2017-07-07 03:50:00,2017-07-07 04:00:00,0.6418404045020403,0.0104112126421189
34.230.189.151,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.1330466786495448,0.3723608466265222,2.864377739846889e-09,1.178653446132654,1.0,0.0753686524178643,0.0408025004881223,1.6162024458536792e-10,0.0191187896132218,1.269841269726063e-10,0.0270579885615625,2017-07-07 03:50:00,2017-07-07 04:00:00,1.1786534462397207,0.01911878961513552
35.185.125.161,2.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0000000000000004,0.1198412559891308,0.4843500096259022,4.682139692318996,0.648043220224767,1.0,0.0678880078754676,0.0530740320396921,0.2641860225795167,0.010511827737326,1.269841269726063e-10,0.0791319780717973,2017-07-07 03:50:00,2017-07-07 04:00:00,0.6480432201283639,0.010511827735859555
