node,degree,out_degree,in_degree,total_weight,N_i,E_i,W_i,lambda_w,out_in_degree_ratio,out_degree_share,graph_deviation_score_raw,graph_deviation_score
54.148.79.143,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,1.2546406860012822,0.013052023457606738
52.55.225.127,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,1.2546406860012822,0.013052023457606738
52.52.149.36,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,1.2546406860012822,0.013052023457606738
52.192.136.173,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,1.2546406860012822,0.013052023457606738
212.48.7.148,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,1.2546406860012822,0.013052023457606738
199.16.156.41,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,1.2546406860012822,0.013052023457606738
52.200.140.34,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,1.2546406860012822,0.013052023457606738
52.0.244.10,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,1.2546406860012822,0.013052023457606738
151.101.1.28,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,1.2546406860012822,0.013052023457606738
52.35.43.63,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,1.2546406860012822,0.013052023457606738
52.5.134.245,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,1.2546406860012822,0.013052023457606738
148.251.11.72,2.0,1.0,1.0,29.0,2.0,2.0,29.0,7.348469228349535,1.0,0.49999999975,1.2546370479416828,0.013051985610883162
52.21.175.19,2.0,1.0,1.0,29.0,2.0,2.0,29.0,7.348469228349535,1.0,0.49999999975,1.2546370479416828,0.013051985610883162
87.250.250.91,2.0,1.0,1.0,29.0,2.0,2.0,29.0,7.348469228349535,1.0,0.49999999975,1.2546370479416828,0.013051985610883162
35.186.244.130,2.0,1.0,1.0,29.0,2.0,2.0,29.0,7.348469228349535,1.0,0.49999999975,1.2546370479416828,0.013051985610883162
52.84.134.158,2.0,1.0,1.0,29.0,2.0,2.0,29.0,7.348469228349535,1.0,0.49999999975,1.2546370479416828,0.013051985610883162
209.85.144.154,2.0,1.0,1.0,29.0,2.0,2.0,29.0,7.348469228349535,1.0,0.49999999975,1.2546370479416828,0.013051985610883162
50.18.110.162,2.0,1.0,1.0,29.0,2.0,2.0,29.0,7.348469228349535,1.0,0.49999999975,1.2546370479416828,0.013051985610883162
144.76.121.178,2.0,1.0,1.0,22.0,2.0,2.0,22.0,9.797958971132713,1.0,0.49999999975,1.2546287782619276,0.01305189958142839
74.120.148.205,2.0,1.0,1.0,23.0,2.0,2.0,23.0,9.486832980505138,1.0,0.49999999975,1.2546269181979448,0.013051880231188112
121.29.54.141,2.0,1.0,1.0,21.0,2.0,2.0,21.0,10.392304845413264,1.0,0.49999999975,1.2546084379793605,0.013051687981527189
52.72.224.189,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.2546004339877745,0.01305160471602568
54.82.227.84,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.2546004339877745,0.01305160471602568
52.52.224.195,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.2546004339877745,0.01305160471602568
52.31.20.17,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.2546004339877745,0.01305160471602568
54.165.178.143,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.2546004339877745,0.01305160471602568
167.114.231.10,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.2546004339877745,0.01305160471602568
172.231.68.154,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.2546004339877745,0.01305160471602568
34.227.134.173,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.2546004339877745,0.01305160471602568
52.44.215.252,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.2546004339877745,0.01305160471602568
52.87.102.192,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.2546004339877745,0.01305160471602568
104.90.89.219,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.2546004339877745,0.01305160471602568
178.250.0.77,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.2546004339877745,0.01305160471602568
52.20.8.16,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.2546004339877745,0.01305160471602568
213.133.105.188,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.2546004339877745,0.01305160471602568
192.82.243.118,2.0,1.0,1.0,30.0,2.0,2.0,30.0,7.4833147735478835,1.0,0.49999999975,1.254600230153267,0.013051602595535883
52.84.143.239,2.0,1.0,1.0,30.0,2.0,2.0,30.0,7.4833147735478835,1.0,0.49999999975,1.254600230153267,0.013051602595535883
34.250.242.124,2.0,1.0,1.0,30.0,2.0,2.0,30.0,7.4833147735478835,1.0,0.49999999975,1.254600230153267,0.013051602595535883
52.27.222.70,2.0,1.0,1.0,30.0,2.0,2.0,30.0,7.4833147735478835,1.0,0.49999999975,1.254600230153267,0.013051602595535883
80.82.201.88,2.0,1.0,1.0,25.0,2.0,2.0,25.0,9.165151389911681,1.0,0.49999999975,1.2545996376943824,0.013051596432187805
23.33.109.206,2.0,1.0,1.0,25.0,2.0,2.0,25.0,9.165151389911681,1.0,0.49999999975,1.2545996376943824,0.013051596432187805
81.20.67.14,2.0,1.0,1.0,25.0,2.0,2.0,25.0,9.165151389911681,1.0,0.49999999975,1.2545996376943824,0.013051596432187805
69.169.86.38,2.0,1.0,1.0,25.0,2.0,2.0,25.0,9.165151389911681,1.0,0.49999999975,1.2545996376943824,0.013051596432187805
69.169.85.7,2.0,1.0,1.0,25.0,2.0,2.0,25.0,9.165151389911681,1.0,0.49999999975,1.2545996376943824,0.013051596432187805
198.54.12.127,2.0,1.0,1.0,25.0,2.0,2.0,25.0,9.165151389911681,1.0,0.49999999975,1.2545996376943824,0.013051596432187805
66.198.24.243,2.0,1.0,1.0,35.0,2.0,2.0,35.0,5.830951894845301,1.0,0.49999999975,1.2545985122969938,0.013051584724682
172.217.10.40,2.0,1.0,1.0,35.0,2.0,2.0,35.0,5.830951894845301,1.0,0.49999999975,1.2545985122969938,0.013051584724682
206.126.112.140,2.0,1.0,1.0,35.0,2.0,2.0,35.0,5.830951894845301,1.0,0.49999999975,1.2545985122969938,0.013051584724682
184.27.25.78,2.0,1.0,1.0,36.0,2.0,2.0,36.0,5.916079783099616,1.0,0.49999999975,1.2545655916544973,0.01305124225133254
104.16.32.229,2.0,1.0,1.0,36.0,2.0,2.0,36.0,5.916079783099616,1.0,0.49999999975,1.2545655916544973,0.01305124225133254
23.35.141.13,2.0,1.0,1.0,31.0,2.0,2.0,31.0,7.615773105863909,1.0,0.49999999975,1.2545635994878477,0.013051221526828598
212.8.236.36,2.0,1.0,1.0,31.0,2.0,2.0,31.0,7.615773105863909,1.0,0.49999999975,1.2545635994878477,0.013051221526828598
107.178.255.114,2.0,1.0,1.0,31.0,2.0,2.0,31.0,7.615773105863909,1.0,0.49999999975,1.2545635994878477,0.013051221526828598
52.20.82.82,2.0,1.0,1.0,31.0,2.0,2.0,31.0,7.615773105863909,1.0,0.49999999975,1.2545635994878477,0.013051221526828598
173.194.208.154,2.0,1.0,1.0,31.0,2.0,2.0,31.0,7.615773105863909,1.0,0.49999999975,1.2545635994878477,0.013051221526828598
34.196.72.223,2.0,1.0,1.0,31.0,2.0,2.0,31.0,7.615773105863909,1.0,0.49999999975,1.2545635994878477,0.013051221526828598
120.132.3.45,2.0,1.0,1.0,31.0,2.0,2.0,31.0,7.615773105863909,1.0,0.49999999975,1.2545635994878477,0.013051221526828598
34.205.199.254,2.0,1.0,1.0,31.0,2.0,2.0,31.0,7.615773105863909,1.0,0.49999999975,1.2545635994878477,0.013051221526828598
54.84.185.43,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,1.2545604708130846,0.013051188979234013
34.228.127.194,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,1.2545604708130846,0.013051188979234013
52.86.70.240,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,1.2545604708130846,0.013051188979234013
52.89.61.55,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,1.2545604708130846,0.013051188979234013
54.209.32.107,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,1.2545604708130846,0.013051188979234013
52.70.58.133,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,1.2545604708130846,0.013051188979234013
52.86.71.216,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,1.2545604708130846,0.013051188979234013
35.160.253.195,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,1.2545604708130846,0.013051188979234013
104.97.122.106,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,1.2545604708130846,0.013051188979234013
54.210.232.196,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,1.2545604708130846,0.013051188979234013
54.204.15.175,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,1.2545604708130846,0.013051188979234013
199.59.150.42,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,1.2545604708130846,0.013051188979234013
54.82.37.214,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,1.2545604708130846,0.013051188979234013
50.16.248.184,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,1.2545604708130846,0.013051188979234013
119.81.183.194,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,1.2545604708130846,0.013051188979234013
119.81.183.216,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,1.2545604708130846,0.013051188979234013
35.190.130.78,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,1.2545604708130846,0.013051188979234013
194.126.157.22,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,1.2545604708130846,0.013051188979234013
68.67.154.70,2.0,1.0,1.0,26.0,2.0,2.0,26.0,9.38083151964686,1.0,0.49999999975,1.254556483642542,0.013051147500710295
95.163.95.118,2.0,1.0,1.0,26.0,2.0,2.0,26.0,9.38083151964686,1.0,0.49999999975,1.254556483642542,0.013051147500710295
82.113.101.236,2.0,1.0,1.0,26.0,2.0,2.0,26.0,9.38083151964686,1.0,0.49999999975,1.254556483642542,0.013051147500710295
52.196.199.135,2.0,1.0,1.0,26.0,2.0,2.0,26.0,9.38083151964686,1.0,0.49999999975,1.254556483642542,0.013051147500710295
54.246.83.29,2.0,1.0,1.0,26.0,2.0,2.0,26.0,9.38083151964686,1.0,0.49999999975,1.254556483642542,0.013051147500710295
109.201.130.57,2.0,1.0,1.0,22.0,2.0,2.0,22.0,11.0,1.0,0.49999999975,1.254534555613914,0.013050919383491377
63.251.248.136,2.0,1.0,1.0,25.0,2.0,2.0,25.0,10.000000000000002,1.0,0.49999999975,1.2545341976263282,0.013050915659347549
108.174.10.10,2.0,1.0,1.0,25.0,2.0,2.0,25.0,10.000000000000002,1.0,0.49999999975,1.2545341976263282,0.013050915659347549
54.209.21.183,2.0,1.0,1.0,37.0,2.0,2.0,37.0,6.0,1.0,0.49999999975,1.2545327656759848,0.013050900762772233
74.121.142.165,2.0,1.0,1.0,37.0,2.0,2.0,37.0,6.0,1.0,0.49999999975,1.2545327656759848,0.013050900762772233
52.70.125.189,2.0,1.0,1.0,37.0,2.0,2.0,37.0,6.0,1.0,0.49999999975,1.2545327656759848,0.013050900762772233
118.218.219.181,2.0,1.0,1.0,37.0,2.0,2.0,37.0,6.0,1.0,0.49999999975,1.2545327656759848,0.013050900762772233
54.222.243.155,2.0,1.0,1.0,37.0,2.0,2.0,37.0,6.0,1.0,0.49999999975,1.2545327656759848,0.013050900762772233
199.59.148.12,2.0,1.0,1.0,32.0,2.0,2.0,32.0,7.745966692414834,1.0,0.49999999975,1.2545271463457723,0.013050842304896152
52.38.131.10,2.0,1.0,1.0,32.0,2.0,2.0,32.0,7.745966692414834,1.0,0.49999999975,1.2545271463457723,0.013050842304896152
173.194.68.154,2.0,1.0,1.0,32.0,2.0,2.0,32.0,7.745966692414834,1.0,0.49999999975,1.2545271463457723,0.013050842304896152
202.47.25.70,2.0,1.0,1.0,32.0,2.0,2.0,32.0,7.745966692414834,1.0,0.49999999975,1.2545271463457723,0.013050842304896152
54.246.111.171,2.0,1.0,1.0,32.0,2.0,2.0,32.0,7.745966692414834,1.0,0.49999999975,1.2545271463457723,0.013050842304896152
35.156.166.16,2.0,1.0,1.0,29.0,2.0,2.0,29.0,8.831760866327846,1.0,0.49999999975,1.254520779309789,0.01305077606863908
54.245.89.129,2.0,1.0,1.0,29.0,2.0,2.0,29.0,8.831760866327846,1.0,0.49999999975,1.254520779309789,0.01305077606863908
54.223.148.129,2.0,1.0,1.0,29.0,2.0,2.0,29.0,8.831760866327846,1.0,0.49999999975,1.254520779309789,0.01305077606863908
31.13.65.36,2.0,1.0,1.0,29.0,2.0,2.0,29.0,8.831760866327846,1.0,0.49999999975,1.254520779309789,0.01305077606863908
52.84.145.20,2.0,1.0,1.0,29.0,2.0,2.0,29.0,8.831760866327846,1.0,0.49999999975,1.254520779309789,0.01305077606863908
54.65.252.96,2.0,1.0,1.0,29.0,2.0,2.0,29.0,8.831760866327846,1.0,0.49999999975,1.254520779309789,0.01305077606863908
52.9.59.64,2.0,1.0,1.0,29.0,2.0,2.0,29.0,8.831760866327846,1.0,0.49999999975,1.254520779309789,0.01305077606863908
77.88.55.70,2.0,1.0,1.0,29.0,2.0,2.0,29.0,8.831760866327846,1.0,0.49999999975,1.254520779309789,0.01305077606863908
54.235.108.255,2.0,1.0,1.0,27.0,2.0,2.0,27.0,9.59166304662544,1.0,0.49999999975,1.2545137096510985,0.013050702523000004
72.5.205.30,2.0,1.0,1.0,27.0,2.0,2.0,27.0,9.59166304662544,1.0,0.49999999975,1.2545137096510985,0.013050702523000004
52.5.249.193,2.0,1.0,1.0,33.0,2.0,2.0,33.0,7.874007874011811,1.0,0.49999999975,1.2544908619211446,0.01305046483813083
52.84.26.56,2.0,1.0,1.0,33.0,2.0,2.0,33.0,7.874007874011811,1.0,0.49999999975,1.2544908619211446,0.01305046483813083
104.19.192.102,2.0,1.0,1.0,33.0,2.0,2.0,33.0,7.874007874011811,1.0,0.49999999975,1.2544908619211446,0.01305046483813083
5.79.102.211,2.0,1.0,1.0,33.0,2.0,2.0,33.0,7.874007874011811,1.0,0.49999999975,1.2544908619211446,0.01305046483813083
34.205.104.161,2.0,1.0,1.0,33.0,2.0,2.0,33.0,7.874007874011811,1.0,0.49999999975,1.2544908619211446,0.01305046483813083
52.203.36.253,2.0,1.0,1.0,33.0,2.0,2.0,33.0,7.874007874011811,1.0,0.49999999975,1.2544908619211446,0.01305046483813083
52.58.216.76,2.0,1.0,1.0,33.0,2.0,2.0,33.0,7.874007874011811,1.0,0.49999999975,1.2544908619211446,0.01305046483813083
151.101.45.5,2.0,1.0,1.0,26.0,2.0,2.0,26.0,10.2469507659596,1.0,0.49999999975,1.2544885924084466,0.013050441228396742
23.194.141.103,2.0,1.0,1.0,30.0,2.0,2.0,30.0,9.0,1.0,0.49999999975,1.2544813439465508,0.013050365822668431
114.55.181.126,2.0,1.0,1.0,30.0,2.0,2.0,30.0,9.0,1.0,0.49999999975,1.2544813439465508,0.013050365822668431
52.43.9.103,2.0,1.0,1.0,30.0,2.0,2.0,30.0,9.0,1.0,0.49999999975,1.2544813439465508,0.013050365822668431
54.88.78.98,2.0,1.0,1.0,30.0,2.0,2.0,30.0,9.0,1.0,0.49999999975,1.2544813439465508,0.013050365822668431
133.237.61.100,2.0,1.0,1.0,30.0,2.0,2.0,30.0,9.0,1.0,0.49999999975,1.2544813439465508,0.013050365822668431
88.212.196.103,2.0,1.0,1.0,25.0,2.0,2.0,25.0,10.67707825203131,1.0,0.49999999975,1.2544811244746747,0.013050363539503135
202.232.238.37,2.0,1.0,1.0,28.0,2.0,2.0,28.0,9.797958971132713,1.0,0.49999999975,1.2544712911853528,0.013050261243822525
34.192.59.112,2.0,1.0,1.0,28.0,2.0,2.0,28.0,9.797958971132713,1.0,0.49999999975,1.2544712911853528,0.013050261243822525
216.239.120.246,2.0,1.0,1.0,28.0,2.0,2.0,28.0,9.797958971132713,1.0,0.49999999975,1.2544712911853528,0.013050261243822525
1.193.219.24,2.0,1.0,1.0,28.0,2.0,2.0,28.0,9.797958971132713,1.0,0.49999999975,1.2544712911853528,0.013050261243822525
23.111.11.211,2.0,1.0,1.0,28.0,2.0,2.0,28.0,9.797958971132713,1.0,0.49999999975,1.2544712911853528,0.013050261243822525
50.16.137.45,2.0,1.0,1.0,28.0,2.0,2.0,28.0,9.797958971132713,1.0,0.49999999975,1.2544712911853528,0.013050261243822525
52.84.143.117,2.0,1.0,1.0,34.0,2.0,2.0,34.0,8.000000000000002,1.0,0.49999999975,1.254454738112869,0.013050089042256957
5.45.205.235,2.0,1.0,1.0,34.0,2.0,2.0,34.0,8.000000000000002,1.0,0.49999999975,1.254454738112869,0.013050089042256957
8.18.45.80,2.0,1.0,1.0,34.0,2.0,2.0,34.0,8.000000000000002,1.0,0.49999999975,1.254454738112869,0.013050089042256957
52.43.87.30,2.0,1.0,1.0,34.0,2.0,2.0,34.0,8.000000000000002,1.0,0.49999999975,1.254454738112869,0.013050089042256957
104.88.32.234,2.0,1.0,1.0,34.0,2.0,2.0,34.0,8.000000000000002,1.0,0.49999999975,1.254454738112869,0.013050089042256957
66.198.26.16,2.0,1.0,1.0,34.0,2.0,2.0,34.0,8.000000000000002,1.0,0.49999999975,1.254454738112869,0.013050089042256957
52.84.40.8,2.0,1.0,1.0,34.0,2.0,2.0,34.0,8.000000000000002,1.0,0.49999999975,1.254454738112869,0.013050089042256957
52.87.78.81,2.0,1.0,1.0,34.0,2.0,2.0,34.0,8.000000000000002,1.0,0.49999999975,1.254454738112869,0.013050089042256957
195.244.30.136,2.0,1.0,1.0,34.0,2.0,2.0,34.0,8.000000000000002,1.0,0.49999999975,1.254454738112869,0.013050089042256957
52.84.141.7,2.0,1.0,1.0,31.0,2.0,2.0,31.0,9.16515138991168,1.0,0.49999999975,1.2544421506178076,0.01304995809458194
52.205.108.233,2.0,1.0,1.0,31.0,2.0,2.0,31.0,9.16515138991168,1.0,0.49999999975,1.2544421506178076,0.01304995809458194
5.255.255.5,2.0,1.0,1.0,31.0,2.0,2.0,31.0,9.16515138991168,1.0,0.49999999975,1.2544421506178076,0.01304995809458194
52.84.143.134,2.0,1.0,1.0,31.0,2.0,2.0,31.0,9.16515138991168,1.0,0.49999999975,1.2544421506178076,0.01304995809458194
50.17.232.169,2.0,1.0,1.0,31.0,2.0,2.0,31.0,9.16515138991168,1.0,0.49999999975,1.2544421506178076,0.01304995809458194
52.84.145.193,2.0,1.0,1.0,31.0,2.0,2.0,31.0,9.16515138991168,1.0,0.49999999975,1.2544421506178076,0.01304995809458194
52.84.143.57,2.0,1.0,1.0,31.0,2.0,2.0,31.0,9.16515138991168,1.0,0.49999999975,1.2544421506178076,0.01304995809458194
104.196.63.196,2.0,1.0,1.0,26.0,2.0,2.0,26.0,10.954451150103322,1.0,0.49999999975,1.2544331346012139,0.013049864300987177
68.67.178.170,2.0,1.0,1.0,26.0,2.0,2.0,26.0,10.954451150103322,1.0,0.49999999975,1.2544331346012139,0.013049864300987177
52.206.75.197,2.0,1.0,1.0,29.0,2.0,2.0,29.0,10.000000000000002,1.0,0.49999999975,1.2544292062419449,0.01304982343427697
34.202.180.186,2.0,1.0,1.0,29.0,2.0,2.0,29.0,10.000000000000002,1.0,0.49999999975,1.2544292062419449,0.01304982343427697
72.5.205.59,2.0,1.0,1.0,29.0,2.0,2.0,29.0,10.000000000000002,1.0,0.49999999975,1.2544292062419449,0.01304982343427697
23.96.179.163,2.0,1.0,1.0,29.0,2.0,2.0,29.0,10.000000000000002,1.0,0.49999999975,1.2544292062419449,0.01304982343427697
54.231.82.242,2.0,1.0,1.0,35.0,2.0,2.0,35.0,8.12403840463596,1.0,0.49999999975,1.2544187674481178,0.01304971483953473
78.46.16.13,2.0,1.0,1.0,35.0,2.0,2.0,35.0,8.12403840463596,1.0,0.49999999975,1.2544187674481178,0.01304971483953473
54.192.36.167,2.0,1.0,1.0,35.0,2.0,2.0,35.0,8.12403840463596,1.0,0.49999999975,1.2544187674481178,0.01304971483953473
52.3.145.25,2.0,1.0,1.0,35.0,2.0,2.0,35.0,8.12403840463596,1.0,0.49999999975,1.2544187674481178,0.01304971483953473
210.14.132.70,2.0,1.0,1.0,24.0,2.0,2.0,24.0,11.999999999999998,1.0,0.49999999975,1.2544036743710207,0.013049557826296984
52.84.142.84,2.0,1.0,1.0,32.0,2.0,2.0,32.0,9.327379053088814,1.0,0.49999999975,1.2544031864669947,0.0130495527506328
52.84.145.223,2.0,1.0,1.0,32.0,2.0,2.0,32.0,9.327379053088814,1.0,0.49999999975,1.2544031864669947,0.0130495527506328
23.208.87.120,2.0,1.0,1.0,32.0,2.0,2.0,32.0,9.327379053088814,1.0,0.49999999975,1.2544031864669947,0.0130495527506328
151.101.148.84,2.0,1.0,1.0,32.0,2.0,2.0,32.0,9.327379053088814,1.0,0.49999999975,1.2544031864669947,0.0130495527506328
52.84.3.171,2.0,1.0,1.0,32.0,2.0,2.0,32.0,9.327379053088814,1.0,0.49999999975,1.2544031864669947,0.0130495527506328
52.20.79.163,2.0,1.0,1.0,32.0,2.0,2.0,32.0,9.327379053088814,1.0,0.49999999975,1.2544031864669947,0.0130495527506328
151.101.0.176,2.0,1.0,1.0,32.0,2.0,2.0,32.0,9.327379053088814,1.0,0.49999999975,1.2544031864669947,0.0130495527506328
34.196.190.130,2.0,1.0,1.0,32.0,2.0,2.0,32.0,9.327379053088814,1.0,0.49999999975,1.2544031864669947,0.0130495527506328
34.210.245.93,2.0,1.0,1.0,32.0,2.0,2.0,32.0,9.327379053088814,1.0,0.49999999975,1.2544031864669947,0.0130495527506328
54.236.189.240,2.0,1.0,1.0,32.0,2.0,2.0,32.0,9.327379053088814,1.0,0.49999999975,1.2544031864669947,0.0130495527506328
52.84.143.193,2.0,1.0,1.0,32.0,2.0,2.0,32.0,9.327379053088814,1.0,0.49999999975,1.2544031864669947,0.0130495527506328
52.84.40.207,2.0,1.0,1.0,32.0,2.0,2.0,32.0,9.327379053088814,1.0,0.49999999975,1.2544031864669947,0.0130495527506328
52.84.143.92,2.0,1.0,1.0,32.0,2.0,2.0,32.0,9.327379053088814,1.0,0.49999999975,1.2544031864669947,0.0130495527506328
34.203.149.184,2.0,1.0,1.0,32.0,2.0,2.0,32.0,9.327379053088814,1.0,0.49999999975,1.2544031864669947,0.0130495527506328
52.35.208.52,2.0,1.0,1.0,32.0,2.0,2.0,32.0,9.327379053088814,1.0,0.49999999975,1.2544031864669947,0.0130495527506328
52.70.191.199,2.0,1.0,1.0,32.0,2.0,2.0,32.0,9.327379053088814,1.0,0.49999999975,1.2544031864669947,0.0130495527506328
206.126.112.145,2.0,1.0,1.0,41.0,2.0,2.0,41.0,6.324555320336759,1.0,0.49999999975,1.2544023338440842,0.013049543880799108
52.205.114.4,2.0,1.0,1.0,28.0,2.0,2.0,28.0,10.72380529476361,1.0,0.49999999975,1.25439871821141,0.01304950626738277
66.235.144.249,2.0,1.0,1.0,26.0,2.0,2.0,26.0,11.532562594670795,1.0,0.49999999975,1.2543878190172646,0.013049392883097338
47.88.68.21,2.0,1.0,1.0,30.0,2.0,2.0,30.0,10.19803902718557,1.0,0.49999999975,1.254387434997643,0.013049388888142315
8.43.72.62,2.0,1.0,1.0,30.0,2.0,2.0,30.0,10.19803902718557,1.0,0.49999999975,1.254387434997643,0.013049388888142315
35.185.111.2,2.0,1.0,1.0,36.0,2.0,2.0,36.0,8.246211251235321,1.0,0.49999999975,1.2543829430161606,0.01304934215807184
199.59.149.200,2.0,1.0,1.0,36.0,2.0,2.0,36.0,8.246211251235321,1.0,0.49999999975,1.2543829430161606,0.01304934215807184
66.198.178.56,2.0,1.0,1.0,36.0,2.0,2.0,36.0,8.246211251235321,1.0,0.49999999975,1.2543829430161606,0.01304934215807184
61.110.225.123,2.0,1.0,1.0,36.0,2.0,2.0,36.0,8.246211251235321,1.0,0.49999999975,1.2543829430161606,0.01304934215807184
208.92.238.66,2.0,1.0,1.0,36.0,2.0,2.0,36.0,8.246211251235321,1.0,0.49999999975,1.2543829430161606,0.01304934215807184
195.248.250.109,2.0,1.0,1.0,36.0,2.0,2.0,36.0,8.246211251235321,1.0,0.49999999975,1.2543829430161606,0.01304934215807184
104.244.46.7,2.0,1.0,1.0,36.0,2.0,2.0,36.0,8.246211251235321,1.0,0.49999999975,1.2543829430161606,0.01304934215807184
173.231.178.118,2.0,1.0,1.0,42.0,2.0,2.0,42.0,6.403124237432849,1.0,0.49999999975,1.2543699273301536,0.013049206755927644
104.28.24.242,2.0,1.0,1.0,33.0,2.0,2.0,33.0,9.486832980505138,1.0,0.49999999975,1.254364439736987,0.013049149668511674
8.43.72.47,2.0,1.0,1.0,33.0,2.0,2.0,33.0,9.486832980505138,1.0,0.49999999975,1.254364439736987,0.013049149668511674
104.20.15.243,2.0,1.0,1.0,33.0,2.0,2.0,33.0,9.486832980505138,1.0,0.49999999975,1.254364439736987,0.013049149668511674
52.86.189.192,2.0,1.0,1.0,33.0,2.0,2.0,33.0,9.486832980505138,1.0,0.49999999975,1.254364439736987,0.013049149668511674
54.64.185.193,2.0,1.0,1.0,33.0,2.0,2.0,33.0,9.486832980505138,1.0,0.49999999975,1.254364439736987,0.013049149668511674
54.192.39.67,2.0,1.0,1.0,33.0,2.0,2.0,33.0,9.486832980505138,1.0,0.49999999975,1.254364439736987,0.013049149668511674
59.56.30.206,2.0,1.0,1.0,25.0,2.0,2.0,25.0,12.247448713915892,1.0,0.49999999975,1.2543580301212143,0.013049082989297175
199.38.164.55,2.0,1.0,1.0,37.0,2.0,2.0,37.0,8.366600265340756,1.0,0.49999999975,1.254347258410896,0.013048970931225631
209.15.222.77,2.0,1.0,1.0,37.0,2.0,2.0,37.0,8.366600265340756,1.0,0.49999999975,1.254347258410896,0.013048970931225631
54.236.119.209,2.0,1.0,1.0,37.0,2.0,2.0,37.0,8.366600265340756,1.0,0.49999999975,1.254347258410896,0.013048970931225631
162.247.242.18,2.0,1.0,1.0,37.0,2.0,2.0,37.0,8.366600265340756,1.0,0.49999999975,1.254347258410896,0.013048970931225631
