node,degree,out_degree,in_degree,total_weight,N_i,E_i,W_i,lambda_w,score_edpl,score_ewpl,score_elwpl,score_graph_deviance,score_lof,score_edpl_norm,score_ewpl_norm,score_elwpl_norm,score_graph_deviance_norm,score_lof_norm,oddball_score,majority_label,is_malicious,rank_asc
54.223.32.166,2.0,1.0,1.0,49.0,2.0,2.0,49.0,9.695359714832659,0.06034224842462947,0.34589550225786747,4.363325925329827,0.26025442001976873,1.0505393475210076,0.01410498874696195,0.008618551706297667,0.08477687339838069,0.0027786038219171417,6.848781505920638e-11,0.02205580354840905,BENIGN,False,587
104.79.134.190,2.0,1.0,1.0,37.0,2.0,2.0,37.0,8.366600265340756,0.06034224842462947,0.12213479356989845,4.652101632808968,0.2606735497141163,1.0534028902888544,0.01410498874696195,0.0030431879762790968,0.09038761667368081,0.0027830786560832806,6.867449801207359e-11,0.022063774424335925,BENIGN,False,588
199.38.164.55,2.0,1.0,1.0,37.0,2.0,2.0,37.0,8.366600265340756,0.06034224842462947,0.12213479356989845,4.652101632808968,0.2606735497141163,1.0534028902888544,0.01410498874696195,0.0030431879762790968,0.09038761667368081,0.0027830786560832806,6.867449801207359e-11,0.022063774424335925,BENIGN,False,589
209.15.222.77,2.0,1.0,1.0,37.0,2.0,2.0,37.0,8.366600265340756,0.06034224842462947,0.12213479356989845,4.652101632808968,0.2606735497141163,1.0534028902888544,0.01410498874696195,0.0030431879762790968,0.09038761667368081,0.0027830786560832806,6.867449801207359e-11,0.022063774424335925,BENIGN,False,590
54.236.119.209,2.0,1.0,1.0,37.0,2.0,2.0,37.0,8.366600265340756,0.06034224842462947,0.12213479356989845,4.652101632808968,0.2606735497141163,1.0534028902888544,0.01410498874696195,0.0030431879762790968,0.09038761667368081,0.0027830786560832806,6.867449801207359e-11,0.022063774424335925,BENIGN,False,591
162.247.242.18,2.0,1.0,1.0,37.0,2.0,2.0,37.0,8.366600265340756,0.06034224842462947,0.12213479356989845,4.652101632808968,0.2606735497141163,1.0534028902888544,0.01410498874696195,0.0030431879762790968,0.09038761667368081,0.0027830786560832806,6.867449801207359e-11,0.022063774424335925,BENIGN,False,592
54.225.210.192,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.06034224842462947,1.429017197469836,2.9782672166769895,0.2621696593460652,1.3448308684436208,0.01410498874696195,0.03560629879598914,0.05786599192809257,0.00279905185623498,8.767356312852126e-11,0.02207526628299044,BENIGN,False,593
34.200.14.225,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.06034224842462947,1.429017197469836,2.9782672166769895,0.2621696593460652,1.3448308684436208,0.01410498874696195,0.03560629879598914,0.05786599192809257,0.00279905185623498,8.767356312852126e-11,0.02207526628299044,BENIGN,False,594
104.196.142.36,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.170586372829962,0.0924194096183421,7.006186967332963e-09,0.282278817874408,1000000001.0,0.039874531227603066,0.0023027806238063568,1.3612611931804597e-10,0.003013747094602677,0.06519300327903677,0.022076812472234995,,,595
23.203.51.137,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.170586372829962,0.0924194096183421,7.006186967332963e-09,0.282278817874408,1000000001.0,0.039874531227603066,0.0023027806238063568,1.3612611931804597e-10,0.003013747094602677,0.06519300327903677,0.022076812472234995,,,596
178.172.160.5,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.170586372829962,0.0924194096183421,7.006186967332963e-09,0.282278817874408,1000000001.0,0.039874531227603066,0.0023027806238063568,1.3612611931804597e-10,0.003013747094602677,0.06519300327903677,0.022076812472234995,,,597
64.74.232.52,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.170586372829962,0.0924194096183421,7.006186967332963e-09,0.282278817874408,1000000001.0,0.039874531227603066,0.0023027806238063568,1.3612611931804597e-10,0.003013747094602677,0.06519300327903677,0.022076812472234995,,,598
74.217.250.5,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.170586372829962,0.0924194096183421,7.006186967332963e-09,0.282278817874408,1000000001.0,0.039874531227603066,0.0023027806238063568,1.3612611931804597e-10,0.003013747094602677,0.06519300327903677,0.022076812472234995,,,599
138.197.225.24,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.170586372829962,0.0924194096183421,7.006186967332963e-09,0.282278817874408,1000000001.0,0.039874531227603066,0.0023027806238063568,1.3612611931804597e-10,0.003013747094602677,0.06519300327903677,0.022076812472234995,,,600
129.146.13.98,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.170586372829962,0.0924194096183421,7.006186967332963e-09,0.282278817874408,1000000001.0,0.039874531227603066,0.0023027806238063568,1.3612611931804597e-10,0.003013747094602677,0.06519300327903677,0.022076812472234995,,,601
169.54.129.17,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.170586372829962,0.0924194096183421,7.006186967332963e-09,0.282278817874408,1000000001.0,0.039874531227603066,0.0023027806238063568,1.3612611931804597e-10,0.003013747094602677,0.06519300327903677,0.022076812472234995,,,602
14.0.35.147,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.170586372829962,0.0924194096183421,7.006186967332963e-09,0.282278817874408,1000000001.0,0.039874531227603066,0.0023027806238063568,1.3612611931804597e-10,0.003013747094602677,0.06519300327903677,0.022076812472234995,,,603
81.19.88.116,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.170586372829962,0.0924194096183421,7.006186967332963e-09,0.282278817874408,1000000001.0,0.039874531227603066,0.0023027806238063568,1.3612611931804597e-10,0.003013747094602677,0.06519300327903677,0.022076812472234995,,,604
192.40.37.146,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.170586372829962,0.0924194096183421,7.006186967332963e-09,0.282278817874408,1000000001.0,0.039874531227603066,0.0023027806238063568,1.3612611931804597e-10,0.003013747094602677,0.06519300327903677,0.022076812472234995,,,605
66.235.147.238,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.170586372829962,0.0924194096183421,7.006186967332963e-09,0.282278817874408,1000000001.0,0.039874531227603066,0.0023027806238063568,1.3612611931804597e-10,0.003013747094602677,0.06519300327903677,0.022076812472234995,,,606
34.204.184.166,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.170586372829962,0.0924194096183421,7.006186967332963e-09,0.282278817874408,1000000001.0,0.039874531227603066,0.0023027806238063568,1.3612611931804597e-10,0.003013747094602677,0.06519300327903677,0.022076812472234995,,,607
54.243.161.28,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.170586372829962,0.0924194096183421,7.006186967332963e-09,0.282278817874408,1000000001.0,0.039874531227603066,0.0023027806238063568,1.3612611931804597e-10,0.003013747094602677,0.06519300327903677,0.022076812472234995,,,608
192.73.243.114,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.170586372829962,0.0924194096183421,7.006186967332963e-09,0.282278817874408,1000000001.0,0.039874531227603066,0.0023027806238063568,1.3612611931804597e-10,0.003013747094602677,0.06519300327903677,0.022076812472234995,,,609
104.196.173.4,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.170586372829962,0.0924194096183421,7.006186967332963e-09,0.282278817874408,1000000001.0,0.039874531227603066,0.0023027806238063568,1.3612611931804597e-10,0.003013747094602677,0.06519300327903677,0.022076812472234995,,,610
163.172.224.33,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.170586372829962,0.0924194096183421,7.006186967332963e-09,0.282278817874408,1000000001.0,0.039874531227603066,0.0023027806238063568,1.3612611931804597e-10,0.003013747094602677,0.06519300327903677,0.022076812472234995,,,611
184.173.146.237,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.170586372829962,0.0924194096183421,7.006186967332963e-09,0.282278817874408,1000000001.0,0.039874531227603066,0.0023027806238063568,1.3612611931804597e-10,0.003013747094602677,0.06519300327903677,0.022076812472234995,,,612
109.200.201.58,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.170586372829962,0.0924194096183421,7.006186967332963e-09,0.282278817874408,1000000001.0,0.039874531227603066,0.0023027806238063568,1.3612611931804597e-10,0.003013747094602677,0.06519300327903677,0.022076812472234995,,,613
104.97.83.106,6.0,3.0,3.0,189.0,4.0,6.0,189.0,23.2379000772445,0.243950247354966,0.18607715152845464,2.448940943468987,0.1198785735151438,0.9853363892341338,0.05702332252432154,0.004636416320363111,0.047581491705524524,0.001279882441611758,6.423703839005809e-11,0.022104222611211595,BENIGN,False,614
172.217.10.4,10.0,5.0,5.0,279.0,6.0,10.0,279.0,32.2490309931942,0.26214017754641433,0.5218662556739387,1.7219222721101108,0.267000022111996,1.0056846662372974,0.06127521514278884,0.013003150601665554,0.033455943691278626,0.0028506231780271022,6.556360367812151e-11,0.022116986535864743,BENIGN,False,615
89.163.159.98,1.0,0.0,1.0,69.0,2.0,1.0,69.0,0.0,0.170586372829962,2.7206305259854417,8.51368359050918e-09,0.2809139298774276,1.2196330673497768,0.039874531227603066,0.06778895564954984,1.6541589793155536e-10,0.002999174880979521,7.951154247944412e-11,0.022132532400611974,,,616
104.88.109.24,3.0,1.0,2.0,24.0,3.0,3.0,24.0,4.0,0.00953256430871063,1.4725831869045047,3.5806634371652315,0.20411947119174262,1.4906053198654796,0.002228235039534495,0.03669181661893784,0.06957019853423427,0.0021792795785677737,9.717703740856282e-11,0.022133905973690284,BENIGN,False,617
23.63.226.81,3.0,1.0,2.0,24.0,3.0,3.0,24.0,4.0,0.00953256430871063,1.4725831869045047,3.5806634371652315,0.20411947119174262,1.4906053198654796,0.002228235039534495,0.03669181661893784,0.06957019853423427,0.0021792795785677737,9.717703740856282e-11,0.022133905973690284,BENIGN,False,618
172.217.10.234,8.0,4.0,4.0,326.0,5.0,8.0,326.0,42.684891940826084,0.26230941842099853,0.6069793992318862,1.6831732058803643,0.18728628308080267,0.9807508075373029,0.061314775164065104,0.01512388366656918,0.03270307197408818,0.0019995602069753328,6.393809054775926e-11,0.022228258215127174,BENIGN,False,619
204.79.197.200,7.0,1.0,6.0,128.0,7.0,7.0,128.0,4.47213595499958,0.2828537488374209,1.0860714021724935,0.802049394505619,0.2486803702982904,1.207108017271001,0.06611700837384436,0.027061243859067666,0.015583351127296535,0.0026550335909534717,7.869499684940493e-11,0.022283327405971404,BENIGN,False,620
194.190.117.94,1.0,0.0,1.0,70.0,2.0,1.0,70.0,0.0,0.170586372829962,2.7563512832407544,8.529167264590671e-09,0.2808876820313318,1.2214945393489756,0.039874531227603066,0.0686789966919555,1.6571673667241773e-10,0.0029988946461021525,7.963289742947036e-11,0.022310484562202068,,,621
23.21.78.116,3.0,1.0,2.0,45.0,3.0,3.0,45.0,9.797958971132713,0.00953256430871063,0.7063170185384218,4.609821592705765,0.2031137902168343,1.002758798283601,0.002228235039534495,0.017599042790597416,0.08956614019714719,0.0021685424352743095,6.537285755921291e-11,0.022312392105585256,BENIGN,False,622
172.217.10.228,2.0,1.0,1.0,52.0,2.0,2.0,52.0,10.000000000000002,0.06034224842462947,0.4535099261289101,4.293920990862329,0.2601517970849627,1.0289309632650776,0.01410498874696195,0.011299940942126965,0.08342837607242648,0.0027775081691368865,6.707909959496356e-11,0.022322162799546276,BENIGN,False,623
129.146.14.97,2.0,1.0,1.0,25.0,2.0,2.0,25.0,4.898979485566356,0.06034224842462947,0.664122238907108,4.026811983351798,0.26126033523171227,1.0356814801599534,0.01410498874696195,0.016547690900750627,0.07823860411846095,0.0027893434660400678,6.75191860645863e-11,0.02233612545994656,BENIGN,False,624
23.253.135.79,2.0,1.0,1.0,25.0,2.0,2.0,25.0,4.898979485566356,0.06034224842462947,0.664122238907108,4.026811983351798,0.26126033523171227,1.0356814801599534,0.01410498874696195,0.016547690900750627,0.07823860411846095,0.0027893434660400678,6.75191860645863e-11,0.02233612545994656,BENIGN,False,625
52.21.134.132,2.0,1.0,1.0,25.0,2.0,2.0,25.0,4.898979485566356,0.06034224842462947,0.664122238907108,4.026811983351798,0.26126033523171227,1.0356814801599534,0.01410498874696195,0.016547690900750627,0.07823860411846095,0.0027893434660400678,6.75191860645863e-11,0.02233612545994656,BENIGN,False,626
31.13.71.52,2.0,1.0,1.0,25.0,2.0,2.0,25.0,4.898979485566356,0.06034224842462947,0.664122238907108,4.026811983351798,0.26126033523171227,1.0356814801599534,0.01410498874696195,0.016547690900750627,0.07823860411846095,0.0027893434660400678,6.75191860645863e-11,0.02233612545994656,BENIGN,False,627
185.82.210.16,2.0,1.0,1.0,25.0,2.0,2.0,25.0,4.898979485566356,0.06034224842462947,0.664122238907108,4.026811983351798,0.26126033523171227,1.0356814801599534,0.01410498874696195,0.016547690900750627,0.07823860411846095,0.0027893434660400678,6.75191860645863e-11,0.02233612545994656,BENIGN,False,628
148.251.237.106,2.0,1.0,1.0,25.0,2.0,2.0,25.0,4.898979485566356,0.06034224842462947,0.664122238907108,4.026811983351798,0.26126033523171227,1.0356814801599534,0.01410498874696195,0.016547690900750627,0.07823860411846095,0.0027893434660400678,6.75191860645863e-11,0.02233612545994656,BENIGN,False,629
172.217.12.168,2.0,1.0,1.0,25.0,2.0,2.0,25.0,4.898979485566356,0.06034224842462947,0.664122238907108,4.026811983351798,0.26126033523171227,1.0356814801599534,0.01410498874696195,0.016547690900750627,0.07823860411846095,0.0027893434660400678,6.75191860645863e-11,0.02233612545994656,BENIGN,False,630
129.146.14.101,2.0,1.0,1.0,25.0,2.0,2.0,25.0,4.898979485566356,0.06034224842462947,0.664122238907108,4.026811983351798,0.26126033523171227,1.0356814801599534,0.01410498874696195,0.016547690900750627,0.07823860411846095,0.0027893434660400678,6.75191860645863e-11,0.02233612545994656,BENIGN,False,631
104.16.27.216,4.0,2.0,2.0,160.0,3.0,4.0,160.0,14.798648586948742,0.19001417498665832,1.0113975114778282,2.0739966246818877,0.17927881543724045,1.0883455684244698,0.04441577617542235,0.02520062183923406,0.04029654265765957,0.0019140685553961213,7.095251614006908e-11,0.022365401859732924,BENIGN,False,632
208.92.238.66,2.0,1.0,1.0,36.0,2.0,2.0,36.0,8.246211251235321,0.06034224842462947,0.1642065049254597,4.676778996410777,0.26070923431938114,1.0156960618762159,0.01410498874696195,0.004091473418915517,0.09086708343038848,0.0027834596424295066,6.621627662618459e-11,0.022369401060982345,BENIGN,False,633
66.198.178.56,2.0,1.0,1.0,36.0,2.0,2.0,36.0,8.246211251235321,0.06034224842462947,0.1642065049254597,4.676778996410777,0.26070923431938114,1.0156960618762159,0.01410498874696195,0.004091473418915517,0.09086708343038848,0.0027834596424295066,6.621627662618459e-11,0.022369401060982345,BENIGN,False,634
35.185.111.2,2.0,1.0,1.0,36.0,2.0,2.0,36.0,8.246211251235321,0.06034224842462947,0.1642065049254597,4.676778996410777,0.26070923431938114,1.0156960618762159,0.01410498874696195,0.004091473418915517,0.09086708343038848,0.0027834596424295066,6.621627662618459e-11,0.022369401060982345,BENIGN,False,635
104.244.46.7,2.0,1.0,1.0,36.0,2.0,2.0,36.0,8.246211251235321,0.06034224842462947,0.1642065049254597,4.676778996410777,0.26070923431938114,1.0156960618762159,0.01410498874696195,0.004091473418915517,0.09086708343038848,0.0027834596424295066,6.621627662618459e-11,0.022369401060982345,BENIGN,False,636
199.59.149.200,2.0,1.0,1.0,36.0,2.0,2.0,36.0,8.246211251235321,0.06034224842462947,0.1642065049254597,4.676778996410777,0.26070923431938114,1.0156960618762159,0.01410498874696195,0.004091473418915517,0.09086708343038848,0.0027834596424295066,6.621627662618459e-11,0.022369401060982345,BENIGN,False,637
195.248.250.109,2.0,1.0,1.0,36.0,2.0,2.0,36.0,8.246211251235321,0.06034224842462947,0.1642065049254597,4.676778996410777,0.26070923431938114,1.0156960618762159,0.01410498874696195,0.004091473418915517,0.09086708343038848,0.0027834596424295066,6.621627662618459e-11,0.022369401060982345,BENIGN,False,638
61.110.225.123,2.0,1.0,1.0,36.0,2.0,2.0,36.0,8.246211251235321,0.06034224842462947,0.1642065049254597,4.676778996410777,0.26070923431938114,1.0156960618762159,0.01410498874696195,0.004091473418915517,0.09086708343038848,0.0027834596424295066,6.621627662618459e-11,0.022369401060982345,BENIGN,False,639
104.16.207.165,3.0,1.0,2.0,19.0,3.0,3.0,19.0,3.1622776601683795,0.00953256430871063,1.674438580684748,3.3856483215651347,0.20431637574916414,1.6450360295974815,0.002228235039534495,0.04172137363004099,0.06578116877828033,0.0021813818281885976,1.0724483916443738e-10,0.022382431876657848,BENIGN,False,640
67.217.177.158,3.0,1.0,2.0,19.0,3.0,3.0,19.0,3.1622776601683795,0.00953256430871063,1.674438580684748,3.3856483215651347,0.20431637574916414,1.6450360295974815,0.002228235039534495,0.04172137363004099,0.06578116877828033,0.0021813818281885976,1.0724483916443738e-10,0.022382431876657848,BENIGN,False,641
172.217.1.166,2.0,1.0,1.0,53.0,2.0,2.0,53.0,10.09950493836208,0.06034224842462947,0.4886440248138283,4.271060652481885,0.2601177494894759,1.0433505297716874,0.01410498874696195,0.012175364427525133,0.08298421305414896,0.002777144660309872,6.801915444057121e-11,0.022408342191393017,BENIGN,False,642
151.101.0.166,5.0,3.0,2.0,129.0,4.0,5.0,129.0,31.36877428271625,0.08275130322131957,0.11840777503571526,4.553364416279516,0.12155606135024274,1.0089134181224704,0.019343100915290692,0.0029503232187511404,0.08846921024503587,0.0012977921244116558,6.577409571014831e-11,0.022412085313852692,BENIGN,False,643
216.58.219.234,5.0,2.0,3.0,83.0,4.0,5.0,83.0,11.874342087037913,0.08275130322131957,0.9563370634676981,3.4805747825076314,0.1242915440739199,1.045555415188263,0.019343100915290692,0.023828700796463615,0.06762553445235499,0.0013269974795031094,6.816289754262017e-11,0.02242486674235506,BENIGN,False,644
172.217.10.70,8.0,4.0,4.0,450.0,5.0,8.0,450.0,48.3838816136118,0.26230941842099853,1.4962583310792343,0.5973593512509761,0.18358483172098278,1.0108773332456402,0.061314775164065104,0.03728172152632181,0.011606343179718976,0.0019600416969947736,6.590212923508483e-11,0.022432576326600562,BENIGN,False,645
199.187.116.153,3.0,1.0,2.0,30.0,3.0,3.0,30.0,5.477225575051661,0.00953256430871063,1.2382053897487997,3.9629615103691114,0.20384619097495718,1.0458970528231262,0.002228235039534495,0.030851910779142712,0.07699802673388917,0.0021763619049514843,6.818516992604778e-11,0.022450906905140608,BENIGN,False,646
129.146.14.99,4.0,2.0,2.0,82.0,3.0,4.0,82.0,8.944271909999156,0.19001417498665832,0.4032950161266119,2.876100302949078,0.1817850459725478,1.0770950012318001,0.04441577617542235,0.01004875439747149,0.05588094848672743,0.001940826301694845,7.021905787691979e-11,0.022457261086307034,BENIGN,False,647
8.247.90.237,1.0,0.0,1.0,71.0,2.0,1.0,71.0,0.0,0.170586372829962,2.791740707051197,8.544431304671432e-09,0.280861434185236,1.266292583146502,0.039874531227603066,0.06956078202011219,1.6601330805296998e-10,0.0029986144112247844,8.255341644273641e-11,0.022486785581501356,,,648
109.248.237.34,2.0,1.0,1.0,54.0,2.0,2.0,54.0,10.19803902718557,0.06034224842462947,0.5234228551863092,4.248338723012643,0.26008377799456484,1.004392165364742,0.01410498874696195,0.013041935822334197,0.08254273924014886,0.002776781963969925,6.547934166458312e-11,0.022493289167778853,BENIGN,False,649
183.79.215.137,2.0,1.0,1.0,54.0,2.0,2.0,54.0,10.19803902718557,0.06034224842462947,0.5234228551863092,4.248338723012643,0.26008377799456484,1.004392165364742,0.01410498874696195,0.013041935822334197,0.08254273924014886,0.002776781963969925,6.547934166458312e-11,0.022493289167778853,BENIGN,False,650
192.229.163.4,2.0,1.0,1.0,54.0,2.0,2.0,54.0,10.19803902718557,0.06034224842462947,0.5234228551863092,4.248338723012643,0.26008377799456484,1.004392165364742,0.01410498874696195,0.013041935822334197,0.08254273924014886,0.002776781963969925,6.547934166458312e-11,0.022493289167778853,BENIGN,False,651
52.94.232.33,6.0,3.0,3.0,144.0,4.0,6.0,144.0,13.892443989449806,0.243950247354966,0.41125708558380125,2.261704146122665,0.1217922753114523,1.1717131849698097,0.05702332252432154,0.010247142369728967,0.0439435901286563,0.0013003140605054105,7.638750143343991e-11,0.022502873831919946,BENIGN,False,652
210.160.193.189,2.0,1.0,1.0,55.0,2.0,2.0,55.0,10.295630140987,0.06034224842462947,0.5578541094303492,4.2257554700204984,0.26004988041527016,1.0216727446165943,0.01410498874696195,0.013899846789889111,0.08210395982907522,0.0027764200567893488,6.66059145232862e-11,0.02257704309786431,BENIGN,False,653
172.217.10.74,10.0,5.0,5.0,280.0,6.0,10.0,280.0,34.684290392049256,0.26214017754641433,0.5134354006677321,1.8559133672206705,0.26678288511681997,0.9926176816638559,0.06127521514278884,0.012793082071358038,0.036059312383210494,0.002848304916978433,6.47117277108299e-11,0.022595182915809506,BENIGN,False,654
157.240.2.7,3.0,1.0,2.0,180.0,3.0,3.0,180.0,25.514701644346147,0.00953256430871063,2.170775780619362,2.8230533713016315,0.1983383654642307,0.9972856799366866,0.002228235039534495,0.054088426088001004,0.054850277598187704,0.00211755765865513,6.501604853723277e-11,0.022656899289878876,BENIGN,False,655
52.5.59.18,2.0,1.0,1.0,24.0,2.0,2.0,24.0,4.795831523312719,0.06034224842462947,0.7131942863338611,4.0477368814057675,0.26129466838763304,0.8741389514703274,0.01410498874696195,0.01777040115665348,0.07864516266200164,0.00278971002365032,5.6987743472551066e-11,0.022662052529251027,BENIGN,False,656
136.243.15.176,2.0,1.0,1.0,24.0,2.0,2.0,24.0,4.795831523312719,0.06034224842462947,0.7131942863338611,4.0477368814057675,0.26129466838763304,0.8741389514703274,0.01410498874696195,0.01777040115665348,0.07864516266200164,0.00278971002365032,5.6987743472551066e-11,0.022662052529251027,BENIGN,False,657
52.2.180.200,2.0,1.0,1.0,24.0,2.0,2.0,24.0,4.795831523312719,0.06034224842462947,0.7131942863338611,4.0477368814057675,0.26129466838763304,0.8741389514703274,0.01410498874696195,0.01777040115665348,0.07864516266200164,0.00278971002365032,5.6987743472551066e-11,0.022662052529251027,BENIGN,False,658
136.243.73.200,2.0,1.0,1.0,24.0,2.0,2.0,24.0,4.795831523312719,0.06034224842462947,0.7131942863338611,4.0477368814057675,0.26129466838763304,0.8741389514703274,0.01410498874696195,0.01777040115665348,0.07864516266200164,0.00278971002365032,5.6987743472551066e-11,0.022662052529251027,BENIGN,False,659
52.84.145.128,4.0,2.0,2.0,120.0,3.0,4.0,120.0,15.231546211727814,0.19001417498665832,0.35536921809098543,2.991977224311224,0.18029479636235585,0.9917935104103084,0.04441577617542235,0.008854604818366257,0.05813236936617278,0.0019249156660092904,6.465799751164861e-11,0.022665533218125734,BENIGN,False,660
78.46.16.13,2.0,1.0,1.0,35.0,2.0,2.0,35.0,8.12403840463596,0.06034224842462947,0.2068029427488442,4.701501370718845,0.2607450587513384,1.069577581412045,0.01410498874696195,0.005152833279013502,0.09134742471882067,0.0027838421216340743,6.972897470245068e-11,0.02267781778723183,BENIGN,False,661
52.3.145.25,2.0,1.0,1.0,35.0,2.0,2.0,35.0,8.12403840463596,0.06034224842462947,0.2068029427488442,4.701501370718845,0.2607450587513384,1.069577581412045,0.01410498874696195,0.005152833279013502,0.09134742471882067,0.0027838421216340743,6.972897470245068e-11,0.02267781778723183,BENIGN,False,662
54.192.36.167,2.0,1.0,1.0,35.0,2.0,2.0,35.0,8.12403840463596,0.06034224842462947,0.2068029427488442,4.701501370718845,0.2607450587513384,1.069577581412045,0.01410498874696195,0.005152833279013502,0.09134742471882067,0.0027838421216340743,6.972897470245068e-11,0.02267781778723183,BENIGN,False,663
54.231.82.242,2.0,1.0,1.0,35.0,2.0,2.0,35.0,8.12403840463596,0.06034224842462947,0.2068029427488442,4.701501370718845,0.2607450587513384,1.069577581412045,0.01410498874696195,0.005152833279013502,0.09134742471882067,0.0027838421216340743,6.972897470245068e-11,0.02267781778723183,BENIGN,False,664
52.86.69.211,3.0,1.0,2.0,55.0,3.0,3.0,55.0,14.142135623730953,0.00953256430871063,0.39179650188601334,5.111205791426472,0.202510791076618,0.9810507528665873,0.002228235039534495,0.009762250124125032,0.09930774223795301,0.002162104520730954,6.395764488457526e-11,0.02269206639726023,BENIGN,False,665
68.67.178.230,2.0,0.0,2.0,134.0,3.0,2.0,134.0,0.0,0.2010103996081206,2.576874725876937,9.227924854310352e-09,0.22197024099309115,1.3454609438221756,0.04698614152630119,0.06420704496199288,1.7929318838232413e-10,0.0023698631513286994,8.771463963470036e-11,0.02271260998132612,,,666
54.250.127.144,3.0,1.0,2.0,93.0,3.0,3.0,93.0,23.065125189341597,0.00953256430871063,0.5942085188899845,4.86041329796793,0.2008139394739743,0.9678739928937439,0.002228235039534495,0.014805676312489262,0.09443499061887888,0.0021439881008523836,6.309861232931763e-11,0.022722578026970724,BENIGN,False,667
63.241.108.104,4.0,1.0,3.0,40.0,4.0,4.0,40.0,4.358898943540674,0.08163975417739343,1.4966475921034115,2.8747233711449556,0.14643379427476363,1.4184902263225658,0.019083276544048417,0.03729142060087531,0.05585419550626392,0.001563399001633787,9.2475637883453e-11,0.022758458349059416,BENIGN,False,668
185.167.164.42,3.0,1.0,2.0,42.0,3.0,3.0,42.0,9.16515138991168,0.00953256430871063,0.8065729672874529,4.5977434396031045,0.20324213672586375,1.0081407399504108,0.002228235039534495,0.020097083593432978,0.08933146873918292,0.002169912725548311,6.572372249959395e-11,0.022765340032684486,BENIGN,False,669
172.217.3.100,4.0,2.0,2.0,97.0,3.0,4.0,97.0,13.638181696985857,0.19001417498665832,0.0839474274613161,3.3667508105879382,0.18102339357751504,1.0115772847912616,0.04441577617542235,0.0020916873433255785,0.06541400118111368,0.0019326945271964538,6.594776117844806e-11,0.022770831858601164,BENIGN,False,670
74.119.118.67,11.0,4.0,7.0,167.0,8.0,11.0,167.0,21.354156504062626,0.044913311084526064,1.900777600088209,2.6864798361734405,0.36484444871844285,1.0456827399057833,0.010498477666560889,0.04736098018504953,0.05219673360553794,0.0038952582612710807,6.817119822333868e-11,0.02279028995731813,BENIGN,False,671
94.31.29.55,4.0,2.0,2.0,125.0,3.0,4.0,125.0,15.556349186104047,0.19001417498665832,0.44411095246451043,2.915671195183786,0.180138097271861,0.9877684195476603,0.04441577617542235,0.011065750153336747,0.0566497878030316,0.0019232426696709117,6.439558975010399e-11,0.022810911373171438,BENIGN,False,672
54.225.135.201,2.0,1.0,1.0,58.0,2.0,2.0,58.0,10.583005244258363,0.06034224842462947,0.659135922691838,4.158837394756356,0.259948610821255,1.0814028732429477,0.01410498874696195,0.016423448683535506,0.08080378072446186,0.002775338852939081,7.049990099078737e-11,0.022821511415679657,BENIGN,False,673
204.2.255.232,3.0,2.0,1.0,24.0,3.0,3.0,24.0,4.358898943540674,0.00953256430871063,1.4725831869045047,3.7975332612732173,0.204091338700407,1.4368301200351312,0.002228235039534495,0.03669181661893784,0.07378385250759452,0.0021789792222935583,9.367127063319782e-11,0.022976576696406334,BENIGN,False,674
173.241.244.220,2.0,1.0,1.0,60.0,2.0,2.0,60.0,10.77032961426901,0.06034224842462947,0.7250502229972761,4.114915144361582,0.25988143160516036,1.0814798478274228,0.01410498874696195,0.018065811193769415,0.07995039706144608,0.002774621614682072,7.050491919512043e-11,0.02297916373747289,BENIGN,False,675
209.85.232.155,2.0,1.0,1.0,60.0,2.0,2.0,60.0,10.77032961426901,0.06034224842462947,0.7250502229972761,4.114915144361582,0.25988143160516036,1.0814798478274228,0.01410498874696195,0.018065811193769415,0.07995039706144608,0.002774621614682072,7.050491919512043e-11,0.02297916373747289,BENIGN,False,676
