node,degree,out_degree,in_degree,total_weight,N_i,E_i,W_i,lambda_w,out_in_degree_ratio,out_degree_share,isolation_forest_score_raw,isolation_forest_score
121.14.255.98,2.0,1.0,1.0,498.0,2.0,2.0,498.0,76.36753236814712,1.0,0.49999999975,0.4133891612103756,0.4717972265279718
34.198.227.60,3.0,1.0,2.0,39.0,3.0,3.0,39.0,6.782329983125268,0.6666666666666666,0.3333333332222222,0.41333499301402005,0.47173540486643684
136.243.149.224,3.0,1.0,2.0,36.0,3.0,3.0,36.0,6.0,0.6666666666666666,0.3333333332222222,0.4132914261698598,0.4716856824301175
52.193.90.60,3.0,1.0,2.0,38.0,3.0,3.0,38.0,6.7082039324993685,0.6666666666666666,0.3333333332222222,0.4131759324211499,0.47155387048283975
132.247.70.37,2.0,1.0,1.0,565.0,2.0,2.0,565.0,33.55592347112504,1.0,0.49999999975,0.41316496376851763,0.4715413520610323
104.196.121.62,3.0,1.0,2.0,35.0,3.0,3.0,35.0,8.94427190999916,0.6666666666666666,0.3333333332222222,0.4130955825507649,0.47146216791887186
74.125.29.156,3.0,1.0,2.0,37.0,3.0,3.0,37.0,6.48074069840786,0.6666666666666666,0.3333333332222222,0.41287716585575385,0.47121289096484653
52.6.174.16,3.0,1.0,2.0,35.0,3.0,3.0,35.0,8.660254037844386,0.6666666666666666,0.3333333332222222,0.41267324559512475,0.4709801586573134
206.126.112.148,4.0,2.0,2.0,175.0,3.0,4.0,175.0,35.2845575287547,1.0,0.499999999875,0.41141451555659264,0.4695435817054937
185.187.80.173,1.0,0.0,1.0,53.0,2.0,1.0,53.0,0.0,0.5,0.0,0.410959286206609,0.46902403265847087
87.250.250.119,1.0,0.0,1.0,53.0,2.0,1.0,53.0,0.0,0.5,0.0,0.410959286206609,0.46902403265847087
151.101.1.42,2.0,1.0,1.0,386.0,2.0,2.0,386.0,98.45303448853163,1.0,0.49999999975,0.41065415836666946,0.4686757930766724
183.79.226.162,2.0,1.0,1.0,525.0,2.0,2.0,525.0,55.80322571321482,1.0,0.49999999975,0.40962992659505,0.46750684682816157
138.201.227.193,4.0,2.0,2.0,151.0,3.0,4.0,151.0,37.14835124201339,1.0,0.499999999875,0.40960812802252794,0.4674819683189427
31.13.71.14,4.0,2.0,2.0,179.0,3.0,4.0,179.0,31.559467676119002,1.0,0.499999999875,0.4094273594930678,0.4672756588680777
148.251.66.131,1.0,0.0,1.0,51.0,2.0,1.0,51.0,0.0,0.5,0.0,0.40918960364512486,0.46700431031766615
158.255.65.22,4.0,2.0,2.0,157.0,3.0,4.0,157.0,32.90896534380867,1.0,0.499999999875,0.40902109538787396,0.4668119934020865
205.185.208.27,2.0,1.0,1.0,378.0,2.0,2.0,378.0,95.66608594481119,1.0,0.49999999975,0.4089783403889565,0.4667631975172345
87.106.20.27,1.0,0.0,1.0,48.0,2.0,1.0,48.0,0.0,0.5,0.0,0.4085938488079562,0.4663243808317458
108.161.188.128,2.0,1.0,1.0,466.0,2.0,2.0,466.0,70.74602462329598,1.0,0.49999999975,0.4081261637928956,0.46579061624936485
121.40.44.206,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.5,0.0,0.40729122910868987,0.4648377130160365
34.207.42.44,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.5,0.0,0.40729122910868987,0.4648377130160365
116.213.76.136,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.5,0.0,0.40729122910868987,0.4648377130160365
52.22.202.224,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.5,0.0,0.40729122910868987,0.4648377130160365
52.8.72.161,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.5,0.0,0.40729122910868987,0.4648377130160365
54.83.19.188,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.5,0.0,0.40729122910868987,0.4648377130160365
54.210.195.63,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.5,0.0,0.40729122910868987,0.4648377130160365
172.217.11.6,4.0,2.0,2.0,157.0,3.0,4.0,157.0,31.43246729100342,1.0,0.499999999875,0.406493157311517,0.4639268810547583
163.172.224.36,1.0,0.0,1.0,46.0,2.0,1.0,46.0,0.0,0.5,0.0,0.40628318416736925,0.46368724064724454
64.210.147.104,4.0,2.0,2.0,129.0,3.0,4.0,129.0,43.863424398922625,1.0,0.499999999875,0.40614412021029217,0.4635285282391425
91.207.59.161,2.0,1.0,1.0,474.0,2.0,2.0,474.0,64.69157595854347,1.0,0.49999999975,0.40567139469595664,0.46298901098155526
23.208.89.217,2.0,1.0,1.0,375.0,2.0,2.0,375.0,88.12491134747314,1.0,0.49999999975,0.40547092102771176,0.46276021223803504
104.97.137.120,2.0,1.0,1.0,306.0,2.0,2.0,306.0,104.23531071570709,1.0,0.49999999975,0.4053534285704149,0.4626261191831317
66.198.24.181,4.0,2.0,2.0,139.0,3.0,4.0,139.0,33.31666249791537,1.0,0.499999999875,0.4049416604327488,0.4621561720157831
8.43.72.21,4.0,2.0,2.0,146.0,3.0,4.0,146.0,30.57776970284133,1.0,0.499999999875,0.4047438997923818,0.4619304696258888
185.54.150.20,4.0,2.0,2.0,129.0,3.0,4.0,129.0,37.60319135392633,1.0,0.499999999875,0.40389758037824064,0.4609645731055749
52.84.143.97,4.0,2.0,2.0,141.0,3.0,4.0,141.0,30.199337741082996,1.0,0.499999999875,0.4038255955093601,0.46088241744046177
163.172.224.31,1.0,0.0,1.0,44.0,2.0,1.0,44.0,0.0,0.5,0.0,0.4036261305749125,0.4606547699554952
192.240.115.54,2.0,1.0,1.0,397.0,2.0,2.0,397.0,80.37412518964047,1.0,0.49999999975,0.40290373536542123,0.45983030698385574
63.251.19.6,1.0,0.0,1.0,43.0,2.0,1.0,43.0,0.0,0.5,0.0,0.40227389613651,0.45911147729686347
151.101.0.239,2.0,1.0,1.0,386.0,2.0,2.0,386.0,81.3879597975032,1.0,0.49999999975,0.40214837394318953,0.4589682199784981
172.217.11.42,4.0,2.0,2.0,150.0,3.0,4.0,150.0,23.494680248941457,1.0,0.499999999875,0.4019787743268714,0.4587746575049083
23.234.51.145,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.5,0.0,0.4019430003591816,0.4587338290064336
198.105.254.11,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.5,0.0,0.4019430003591816,0.4587338290064336
5.196.161.205,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.5,0.0,0.4019430003591816,0.4587338290064336
174.35.74.148,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.5,0.0,0.4019430003591816,0.4587338290064336
162.255.119.249,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.5,0.0,0.4019430003591816,0.4587338290064336
208.111.171.129,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.5,0.0,0.4019430003591816,0.4587338290064336
103.224.182.245,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.5,0.0,0.4019430003591816,0.4587338290064336
198.105.244.11,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.5,0.0,0.4019430003591816,0.4587338290064336
52.84.145.109,2.0,1.0,1.0,463.0,2.0,2.0,463.0,52.364109846344185,1.0,0.49999999975,0.4018184038387642,0.45859162814999155
52.84.145.166,2.0,1.0,1.0,466.0,2.0,2.0,466.0,48.010415536631214,1.0,0.49999999975,0.4017324355708072,0.45849351336083555
207.178.0.75,2.0,1.0,1.0,424.0,2.0,2.0,424.0,70.31358332498777,1.0,0.49999999975,0.4016871771416093,0.4584418603341571
52.84.140.94,4.0,2.0,2.0,124.0,3.0,4.0,124.0,32.51153641401771,1.0,0.499999999875,0.4013277482556476,0.4580316474707278
47.89.67.240,4.0,2.0,2.0,108.0,3.0,4.0,108.0,34.52535300326413,1.0,0.499999999875,0.40113407852033456,0.45781061399293754
203.130.53.126,4.0,2.0,2.0,134.0,3.0,4.0,134.0,30.577769702841312,1.0,0.499999999875,0.4005953165153174,0.45719572989926294
89.163.159.108,1.0,0.0,1.0,42.0,2.0,1.0,42.0,0.0,0.5,0.0,0.4003572275603365,0.45692400117686965
193.70.45.31,1.0,0.0,1.0,42.0,2.0,1.0,42.0,0.0,0.5,0.0,0.4003572275603365,0.45692400117686965
52.205.85.186,1.0,0.0,1.0,42.0,2.0,1.0,42.0,0.0,0.5,0.0,0.4003572275603365,0.45692400117686965
216.200.233.104,1.0,0.0,1.0,42.0,2.0,1.0,42.0,0.0,0.5,0.0,0.4003572275603365,0.45692400117686965
173.223.159.229,2.0,1.0,1.0,403.0,2.0,2.0,403.0,73.79701890998037,1.0,0.49999999975,0.40032763946777145,0.4568902325604658
104.97.139.173,2.0,1.0,1.0,307.0,2.0,2.0,307.0,96.34313675607619,1.0,0.49999999975,0.4002435259062507,0.4567942345306125
23.61.192.70,1.0,0.0,1.0,41.0,2.0,1.0,41.0,0.0,0.5,0.0,0.40017668413359647,0.4567179486336574
104.16.27.216,4.0,2.0,2.0,160.0,3.0,4.0,160.0,14.798648586948746,1.0,0.499999999875,0.4001181047554425,0.45665109253113195
34.227.128.119,4.0,2.0,2.0,135.0,3.0,4.0,135.0,27.16615541441226,1.0,0.499999999875,0.39990960221536687,0.45641313051044496
23.21.56.196,1.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,0.5,0.0,0.39946999594960003,0.4559114119449513
66.155.106.151,1.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,0.5,0.0,0.39946999594960003,0.4559114119449513
65.52.108.221,1.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,0.5,0.0,0.39946999594960003,0.4559114119449513
184.73.198.237,1.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,0.5,0.0,0.39946999594960003,0.4559114119449513
79.127.127.5,1.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,0.5,0.0,0.39946999594960003,0.4559114119449513
54.217.239.90,1.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,0.5,0.0,0.39946999594960003,0.4559114119449513
52.3.131.159,1.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,0.5,0.0,0.39946999594960003,0.4559114119449513
31.13.71.2,1.0,0.0,1.0,40.0,2.0,1.0,40.0,0.0,0.5,0.0,0.39922499867567857,0.4556317988220415
23.36.32.75,2.0,1.0,1.0,379.0,2.0,2.0,379.0,76.2102355330306,1.0,0.49999999975,0.39873593958849873,0.45507364020882546
104.79.143.90,4.0,2.0,2.0,102.0,3.0,4.0,102.0,31.78049716414141,1.0,0.499999999875,0.3985281310317944,0.45483647022494195
52.84.145.136,2.0,1.0,1.0,461.0,2.0,2.0,461.0,30.298514815086236,1.0,0.49999999975,0.397881684491811,0.454098686767413
208.92.238.25,1.0,0.0,1.0,39.0,2.0,1.0,39.0,0.0,0.5,0.0,0.39769612676841465,0.4538869114538007
224.0.1.24,1.0,0.0,1.0,39.0,2.0,1.0,39.0,0.0,0.5,0.0,0.39769612676841465,0.4538869114538007
104.97.127.199,4.0,2.0,2.0,124.0,3.0,4.0,124.0,29.63106478005811,1.0,0.499999999875,0.3970461159129317,0.4531450600759562
172.217.12.166,4.0,2.0,2.0,124.0,3.0,4.0,124.0,27.85677655436824,1.0,0.499999999875,0.3968885266173882,0.452965204870391
50.97.43.236,1.0,0.0,1.0,38.0,2.0,1.0,38.0,0.0,0.5,0.0,0.39665330629974044,0.45269675009725585
54.172.153.32,1.0,0.0,1.0,38.0,2.0,1.0,38.0,0.0,0.5,0.0,0.39665330629974044,0.45269675009725585
116.55.241.185,2.0,1.0,1.0,287.0,2.0,2.0,287.0,93.91485505499116,1.0,0.49999999975,0.3964542509939737,0.4524695701177144
120.55.226.124,4.0,2.0,2.0,114.0,3.0,4.0,114.0,29.698484809834994,1.0,0.499999999875,0.39635397999969874,0.45235513175928815
23.194.140.172,2.0,1.0,1.0,266.0,2.0,2.0,266.0,96.99484522385713,1.0,0.49999999975,0.3963168137718125,0.4523127142871273
104.97.116.21,4.0,2.0,2.0,12.0,3.0,4.0,12.0,3.1622776601683795,1.0,0.499999999875,0.39618911199414664,0.45216696942930606
101.201.103.96,1.0,0.0,1.0,4.0,2.0,1.0,4.0,0.0,0.5,0.0,0.396038668808456,0.45199527001282636
23.194.108.211,2.0,1.0,1.0,280.0,2.0,2.0,280.0,91.45490692138941,1.0,0.49999999975,0.3960071978753947,0.45195935252797714
194.232.104.150,2.0,1.0,1.0,435.0,2.0,2.0,435.0,50.73460357586329,1.0,0.49999999975,0.39599611401686885,0.4519467026227489
198.101.167.72,1.0,0.0,1.0,37.0,2.0,1.0,37.0,0.0,0.5,0.0,0.39595359335899605,0.45189817418916395
172.217.12.200,1.0,0.0,1.0,37.0,2.0,1.0,37.0,0.0,0.5,0.0,0.39595359335899605,0.45189817418916395
149.174.66.131,4.0,2.0,2.0,118.0,3.0,4.0,118.0,27.568097504180447,1.0,0.499999999875,0.39589994999279254,0.45183695151142766
172.217.11.10,4.0,2.0,2.0,120.0,3.0,4.0,120.0,28.035691537752374,1.0,0.499999999875,0.39589994999279254,0.45183695151142766
173.194.175.108,1.0,0.0,1.0,36.0,2.0,1.0,36.0,0.0,0.5,0.0,0.39578827699288316,0.4517095001494204
205.185.216.10,1.0,0.0,1.0,36.0,2.0,1.0,36.0,0.0,0.5,0.0,0.39578827699288316,0.4517095001494204
202.131.28.25,1.0,0.0,1.0,36.0,2.0,1.0,36.0,0.0,0.5,0.0,0.39578827699288316,0.4517095001494204
208.101.10.254,1.0,0.0,1.0,36.0,2.0,1.0,36.0,0.0,0.5,0.0,0.39578827699288316,0.4517095001494204
192.96.201.97,1.0,0.0,1.0,36.0,2.0,1.0,36.0,0.0,0.5,0.0,0.39578827699288316,0.4517095001494204
104.97.73.184,4.0,2.0,2.0,113.0,3.0,4.0,113.0,27.331300737432898,1.0,0.499999999875,0.395492486930451,0.4513719176867322
64.210.147.100,2.0,1.0,1.0,299.0,2.0,2.0,299.0,87.10912696153028,1.0,0.49999999975,0.3954766297521927,0.4513538200358385
172.217.3.36,4.0,2.0,2.0,104.0,3.0,4.0,104.0,27.96426290821914,1.0,0.499999999875,0.39546436979790495,0.451339827863394
199.59.150.10,4.0,2.0,2.0,92.0,3.0,4.0,92.0,30.49590136395382,1.0,0.499999999875,0.3954327795112681,0.45130377416141293
204.13.197.71,1.0,0.0,1.0,34.0,2.0,1.0,34.0,0.0,0.5,0.0,0.3953343425054571,0.45119142891705927
5.79.65.140,1.0,0.0,1.0,34.0,2.0,1.0,34.0,0.0,0.5,0.0,0.3953343425054571,0.45119142891705927
199.38.165.28,1.0,0.0,1.0,34.0,2.0,1.0,34.0,0.0,0.5,0.0,0.3953343425054571,0.45119142891705927
34.193.24.97,1.0,0.0,1.0,34.0,2.0,1.0,34.0,0.0,0.5,0.0,0.3953343425054571,0.45119142891705927
23.208.147.112,2.0,1.0,1.0,388.0,2.0,2.0,388.0,61.48170459575759,1.0,0.49999999975,0.39518021303656825,0.45101552237965736
216.58.217.163,4.0,2.0,2.0,98.0,3.0,4.0,98.0,28.7402157263998,1.0,0.499999999875,0.3949288154721562,0.45072860466440273
139.162.41.250,1.0,0.0,1.0,33.0,2.0,1.0,33.0,0.0,0.5,0.0,0.39482216059187686,0.45060688043592
193.200.227.13,1.0,0.0,1.0,33.0,2.0,1.0,33.0,0.0,0.5,0.0,0.39482216059187686,0.45060688043592
185.49.84.172,1.0,0.0,1.0,33.0,2.0,1.0,33.0,0.0,0.5,0.0,0.39482216059187686,0.45060688043592
52.84.145.30,4.0,2.0,2.0,116.0,3.0,4.0,116.0,24.77902338672773,1.0,0.499999999875,0.3939546850650622,0.4496168386398707
23.49.139.27,4.0,2.0,2.0,126.0,3.0,4.0,126.0,20.396078054371138,1.0,0.499999999875,0.393788501143075,0.4494271744666313
172.217.10.42,1.0,0.0,1.0,32.0,2.0,1.0,32.0,0.0,0.5,0.0,0.39352108537357267,0.44912197532204884
216.200.232.216,1.0,0.0,1.0,32.0,2.0,1.0,32.0,0.0,0.5,0.0,0.39352108537357267,0.44912197532204884
52.71.199.47,1.0,0.0,1.0,32.0,2.0,1.0,32.0,0.0,0.5,0.0,0.39352108537357267,0.44912197532204884
74.119.118.86,1.0,0.0,1.0,32.0,2.0,1.0,32.0,0.0,0.5,0.0,0.39352108537357267,0.44912197532204884
72.21.91.187,1.0,0.0,1.0,32.0,2.0,1.0,32.0,0.0,0.5,0.0,0.39352108537357267,0.44912197532204884
221.122.127.143,2.0,1.0,1.0,340.0,2.0,2.0,340.0,72.0,1.0,0.49999999975,0.3932375174363188,0.44879834185779227
52.84.145.229,2.0,1.0,1.0,355.0,2.0,2.0,355.0,69.0941386804988,1.0,0.49999999975,0.3931911115165123,0.44874537921069463
52.84.145.54,4.0,2.0,2.0,108.0,3.0,4.0,108.0,24.0,1.0,0.499999999875,0.39291462310005987,0.44842982553805494
23.53.114.207,4.0,2.0,2.0,19.0,3.0,4.0,19.0,4.12310562561766,1.0,0.499999999875,0.39286463372353236,0.4483727731249426
52.196.45.147,4.0,2.0,2.0,21.0,3.0,4.0,21.0,4.358898943540673,1.0,0.499999999875,0.39286463372353236,0.4483727731249426
192.229.173.213,2.0,1.0,1.0,303.0,2.0,2.0,303.0,81.82909018191513,1.0,0.49999999975,0.3927949259129017,0.448293216245351
23.59.228.63,2.0,1.0,1.0,409.0,2.0,2.0,409.0,49.17316341257698,1.0,0.49999999975,0.39275104162747343,0.4482431315162483
109.248.237.37,1.0,0.0,1.0,31.0,2.0,1.0,31.0,0.0,0.5,0.0,0.39263627743956947,0.44811215220997114
54.199.235.3,4.0,2.0,2.0,128.0,3.0,4.0,128.0,16.15549442140351,1.0,0.499999999875,0.3926091901857267,0.4480812377776724
104.97.128.248,2.0,1.0,1.0,412.0,2.0,2.0,412.0,53.24471804789655,1.0,0.49999999975,0.3925571919540993,0.44802189267681314
104.16.208.165,4.0,2.0,2.0,20.0,3.0,4.0,20.0,4.795831523312719,1.0,0.499999999875,0.3922883664285788,0.44771508459072507
23.53.113.190,4.0,2.0,2.0,20.0,3.0,4.0,20.0,5.385164807134505,1.0,0.499999999875,0.3920230392567796,0.4474122691433852
50.116.52.97,1.0,0.0,1.0,5.0,2.0,1.0,5.0,0.0,0.5,0.0,0.39190034333620816,0.44727223742397
34.230.189.151,1.0,0.0,1.0,5.0,2.0,1.0,5.0,0.0,0.5,0.0,0.39190034333620816,0.44727223742397
54.173.13.65,1.0,0.0,1.0,5.0,2.0,1.0,5.0,0.0,0.5,0.0,0.39190034333620816,0.44727223742397
206.108.0.133,1.0,0.0,1.0,5.0,2.0,1.0,5.0,0.0,0.5,0.0,0.39190034333620816,0.44727223742397
97.107.129.217,1.0,0.0,1.0,5.0,2.0,1.0,5.0,0.0,0.5,0.0,0.39190034333620816,0.44727223742397
45.79.109.111,1.0,0.0,1.0,5.0,2.0,1.0,5.0,0.0,0.5,0.0,0.39190034333620816,0.44727223742397
198.206.133.14,1.0,0.0,1.0,5.0,2.0,1.0,5.0,0.0,0.5,0.0,0.39190034333620816,0.44727223742397
206.108.0.131,1.0,0.0,1.0,5.0,2.0,1.0,5.0,0.0,0.5,0.0,0.39190034333620816,0.44727223742397
107.20.191.152,1.0,0.0,1.0,5.0,2.0,1.0,5.0,0.0,0.5,0.0,0.39190034333620816,0.44727223742397
62.161.94.220,1.0,0.0,1.0,5.0,2.0,1.0,5.0,0.0,0.5,0.0,0.39190034333620816,0.44727223742397
204.2.197.201,1.0,0.0,1.0,5.0,2.0,1.0,5.0,0.0,0.5,0.0,0.39190034333620816,0.44727223742397
144.217.163.175,1.0,0.0,1.0,5.0,2.0,1.0,5.0,0.0,0.5,0.0,0.39190034333620816,0.44727223742397
167.114.204.238,1.0,0.0,1.0,5.0,2.0,1.0,5.0,0.0,0.5,0.0,0.39190034333620816,0.44727223742397
47.55.177.238,1.0,0.0,1.0,5.0,2.0,1.0,5.0,0.0,0.5,0.0,0.39190034333620816,0.44727223742397
54.225.255.135,1.0,0.0,1.0,5.0,2.0,1.0,5.0,0.0,0.5,0.0,0.39190034333620816,0.44727223742397
144.217.148.73,1.0,0.0,1.0,5.0,2.0,1.0,5.0,0.0,0.5,0.0,0.39190034333620816,0.44727223742397
52.84.145.230,1.0,0.0,1.0,5.0,2.0,1.0,5.0,0.0,0.5,0.0,0.39190034333620816,0.44727223742397
46.236.9.36,1.0,0.0,1.0,5.0,2.0,1.0,5.0,0.0,0.5,0.0,0.39190034333620816,0.44727223742397
52.60.76.61,1.0,0.0,1.0,5.0,2.0,1.0,5.0,0.0,0.5,0.0,0.39190034333620816,0.44727223742397
198.245.51.213,1.0,0.0,1.0,5.0,2.0,1.0,5.0,0.0,0.5,0.0,0.39190034333620816,0.44727223742397
108.59.2.24,1.0,0.0,1.0,5.0,2.0,1.0,5.0,0.0,0.5,0.0,0.39190034333620816,0.44727223742397
151.101.128.249,4.0,2.0,2.0,21.0,3.0,4.0,21.0,5.830951894845301,1.0,0.499999999875,0.39175580071990584,0.4471072722727627
151.101.0.84,4.0,2.0,2.0,90.0,3.0,4.0,90.0,23.065125189341593,1.0,0.499999999875,0.39169080073311335,0.44703308838897804
63.251.88.51,4.0,2.0,2.0,23.0,3.0,4.0,23.0,6.164414002968976,1.0,0.499999999875,0.3915133385387198,0.4468305524277465
115.30.28.44,1.0,0.0,1.0,30.0,2.0,1.0,30.0,0.0,0.5,0.0,0.3914836795357691,0.4467967028819753
31.13.73.36,4.0,2.0,2.0,98.0,3.0,4.0,98.0,21.908902300206645,1.0,0.499999999875,0.3913520876473537,0.44664651827673263
74.125.29.154,4.0,2.0,2.0,93.0,3.0,4.0,93.0,23.515952032609697,1.0,0.499999999875,0.39126409702928255,0.44654609539809476
54.64.179.218,4.0,2.0,2.0,29.0,3.0,4.0,29.0,5.196152422706632,1.0,0.499999999875,0.39108788241277004,0.44634498328596084
35.160.9.151,4.0,2.0,2.0,29.0,3.0,4.0,29.0,5.196152422706632,1.0,0.499999999875,0.39108788241277004,0.44634498328596084
136.243.33.19,4.0,2.0,2.0,125.0,3.0,4.0,125.0,11.09053650640942,1.0,0.499999999875,0.39094384977215046,0.4461806001652838
221.204.186.138,2.0,1.0,1.0,242.0,2.0,2.0,242.0,88.97752525216693,1.0,0.49999999975,0.3907863201929344,0.44600081311341083
203.27.235.72,1.0,0.0,1.0,28.0,2.0,1.0,28.0,0.0,0.5,0.0,0.39060605811440147,0.44579508167030524
109.69.58.58,1.0,0.0,1.0,28.0,2.0,1.0,28.0,0.0,0.5,0.0,0.39060605811440147,0.44579508167030524
66.150.102.76,1.0,0.0,1.0,28.0,2.0,1.0,28.0,0.0,0.5,0.0,0.39060605811440147,0.44579508167030524
69.43.132.198,4.0,2.0,2.0,27.0,3.0,4.0,27.0,6.557438524302,1.0,0.499999999875,0.39060587055442947,0.4457948676098438
23.203.96.167,4.0,2.0,2.0,105.0,3.0,4.0,105.0,19.235384061671343,1.0,0.499999999875,0.3905988650557996,0.4457868722990468
52.84.145.248,4.0,2.0,2.0,99.0,3.0,4.0,99.0,21.2602916254693,1.0,0.499999999875,0.3905230751038803,0.4457003739278521
162.248.16.28,4.0,2.0,2.0,30.0,3.0,4.0,30.0,5.291502622129182,1.0,0.499999999875,0.3898310476364996,0.44491056937943235
52.24.139.120,4.0,2.0,2.0,31.0,3.0,4.0,31.0,5.385164807134504,1.0,0.499999999875,0.3898310476364996,0.44491056937943235
54.225.163.44,4.0,2.0,2.0,32.0,3.0,4.0,32.0,5.477225575051662,1.0,0.499999999875,0.38980817851345206,0.44488446906079954
52.32.149.32,4.0,2.0,2.0,32.0,3.0,4.0,32.0,5.477225575051661,1.0,0.499999999875,0.38980817851345206,0.44488446906079954
136.243.13.131,4.0,2.0,2.0,32.0,3.0,4.0,32.0,5.477225575051661,1.0,0.499999999875,0.38980817851345206,0.44488446906079954
52.84.137.101,1.0,0.0,1.0,27.0,2.0,1.0,27.0,0.0,0.5,0.0,0.389783578654966,0.4448563934698171
81.19.88.111,1.0,0.0,1.0,27.0,2.0,1.0,27.0,0.0,0.5,0.0,0.389783578654966,0.4448563934698171
31.13.69.193,1.0,0.0,1.0,27.0,2.0,1.0,27.0,0.0,0.5,0.0,0.389783578654966,0.4448563934698171
182.22.83.252,1.0,0.0,1.0,27.0,2.0,1.0,27.0,0.0,0.5,0.0,0.389783578654966,0.4448563934698171
31.13.69.245,1.0,0.0,1.0,27.0,2.0,1.0,27.0,0.0,0.5,0.0,0.389783578654966,0.4448563934698171
94.31.29.55,4.0,2.0,2.0,125.0,3.0,4.0,125.0,15.556349186104045,1.0,0.499999999875,0.3897100249445376,0.44477244730035453
151.101.192.166,4.0,2.0,2.0,72.0,3.0,4.0,72.0,23.5796522451032,1.0,0.499999999875,0.3896431440695459,0.44469611677626325
104.16.124.228,4.0,2.0,2.0,109.0,3.0,4.0,109.0,17.94435844492636,1.0,0.499999999875,0.38953300439914096,0.44457041538903863
23.53.114.179,2.0,1.0,1.0,288.0,2.0,2.0,288.0,79.5989949685296,1.0,0.49999999975,0.38951990253889096,0.4445554623571057
152.195.32.39,4.0,2.0,2.0,34.0,3.0,4.0,34.0,5.65685424949238,1.0,0.499999999875,0.3895105672793775,0.4445448081117586
176.53.21.93,1.0,0.0,1.0,6.0,2.0,1.0,6.0,0.0,0.5,0.0,0.389414732927269,0.4444354332520054
159.203.8.72,1.0,0.0,1.0,6.0,2.0,1.0,6.0,0.0,0.5,0.0,0.389414732927269,0.4444354332520054
173.255.215.209,1.0,0.0,1.0,6.0,2.0,1.0,6.0,0.0,0.5,0.0,0.389414732927269,0.4444354332520054
171.66.97.126,1.0,0.0,1.0,6.0,2.0,1.0,6.0,0.0,0.5,0.0,0.389414732927269,0.4444354332520054
188.42.162.227,1.0,0.0,1.0,6.0,2.0,1.0,6.0,0.0,0.5,0.0,0.389414732927269,0.4444354332520054
208.81.1.244,1.0,0.0,1.0,6.0,2.0,1.0,6.0,0.0,0.5,0.0,0.389414732927269,0.4444354332520054
104.90.89.164,1.0,0.0,1.0,6.0,2.0,1.0,6.0,0.0,0.5,0.0,0.389414732927269,0.4444354332520054
173.193.144.4,1.0,0.0,1.0,6.0,2.0,1.0,6.0,0.0,0.5,0.0,0.389414732927269,0.4444354332520054
198.60.22.240,1.0,0.0,1.0,6.0,2.0,1.0,6.0,0.0,0.5,0.0,0.389414732927269,0.4444354332520054
23.36.34.30,1.0,0.0,1.0,6.0,2.0,1.0,6.0,0.0,0.5,0.0,0.389414732927269,0.4444354332520054
65.52.108.189,1.0,0.0,1.0,6.0,2.0,1.0,6.0,0.0,0.5,0.0,0.389414732927269,0.4444354332520054
158.69.125.231,1.0,0.0,1.0,6.0,2.0,1.0,6.0,0.0,0.5,0.0,0.389414732927269,0.4444354332520054
74.217.63.64,1.0,0.0,1.0,6.0,2.0,1.0,6.0,0.0,0.5,0.0,0.389414732927269,0.4444354332520054
104.97.114.101,1.0,0.0,1.0,6.0,2.0,1.0,6.0,0.0,0.5,0.0,0.389414732927269,0.4444354332520054
144.217.95.60,1.0,0.0,1.0,6.0,2.0,1.0,6.0,0.0,0.5,0.0,0.389414732927269,0.4444354332520054
74.217.63.54,1.0,0.0,1.0,6.0,2.0,1.0,6.0,0.0,0.5,0.0,0.389414732927269,0.4444354332520054
157.240.0.35,1.0,0.0,1.0,6.0,2.0,1.0,6.0,0.0,0.5,0.0,0.389414732927269,0.4444354332520054
66.70.172.17,1.0,0.0,1.0,6.0,2.0,1.0,6.0,0.0,0.5,0.0,0.389414732927269,0.4444354332520054
68.67.178.111,1.0,0.0,1.0,6.0,2.0,1.0,6.0,0.0,0.5,0.0,0.389414732927269,0.4444354332520054
